TILEID,PROGRAM,SURVEY,PETALID,H,N_GAL,N_STAR,N_QSO,N_GOOD_Z
20585,bright,main,0,0.9903642006389701,358,74,1,433
20585,bright,main,1,0.9950528561013856,341,55,1,397
20585,bright,main,2,0.9972232914642196,356,61,7,424
20585,bright,main,3,0.9894305444575734,329,58,5,392
20585,bright,main,4,0.9910761495864655,341,57,4,402
20585,bright,main,5,0.9938619589104728,362,46,5,413
20585,bright,main,6,0.9934246006959929,291,67,5,363
20585,bright,main,7,0.9942278494784508,271,85,4,360
20585,bright,main,8,0.9943130455952202,311,95,7,413
20585,bright,main,9,0.9929233174897416,331,88,5,424
1588,dark,main,0,0.9922131952402058,230,41,87,358
1588,dark,main,1,0.9862867644045581,245,21,95,361
1588,dark,main,2,0.9887462646474942,260,30,83,373
1588,dark,main,3,0.9862548539036464,215,21,97,333
1588,dark,main,4,0.9905756984195986,252,16,79,347
1588,dark,main,5,0.9906973391895239,242,16,95,353
1588,dark,main,6,0.992302979400139,220,32,73,325
1588,dark,main,7,0.9897002920664327,220,18,85,323
1588,dark,main,8,0.9914750090801744,272,19,76,367
1588,dark,main,9,0.9919995582762042,263,24,98,385
20573,bright,main,0,0.9955697005249148,364,66,5,435
20573,bright,main,1,0.9948561326718248,342,47,6,395
20573,bright,main,2,0.9968863687408223,339,72,6,417
20573,bright,main,3,0.9919115174426988,327,57,8,392
20573,bright,main,4,0.9905980733515201,325,69,3,397
20573,bright,main,5,0.9860332597421549,336,60,4,400
20573,bright,main,6,0.9881699646865516,341,29,1,371
20573,bright,main,7,0.9945254132919736,288,61,5,354
20573,bright,main,8,0.992724183896045,348,60,6,414
20573,bright,main,9,0.9923734532638142,351,66,0,417
20582,bright,main,0,0.9925998327032522,367,56,8,431
20582,bright,main,1,0.987318580026615,300,86,2,388
20582,bright,main,2,0.9941627666573014,364,56,5,425
20582,bright,main,3,0.9927160202361675,332,56,3,391
20582,bright,main,4,0.9924130756417348,312,80,2,394
20582,bright,main,5,0.9922308302141448,343,58,2,403
20582,bright,main,6,0.9899599302991439,301,57,3,361
20582,bright,main,7,0.9942959555840705,326,37,4,367
20582,bright,main,8,0.9921950981327137,362,51,4,417
20582,bright,main,9,0.9892489757154975,324,89,5,418
1766,dark,main,0,0.9884684311322975,289,14,88,391
1766,dark,main,1,0.9930314064325283,255,13,92,360
1766,dark,main,2,0.9928969077326869,272,24,76,372
1766,dark,main,3,0.9908546433550838,273,13,68,354
1766,dark,main,4,0.9971743994443653,260,18,85,363
1766,dark,main,5,0.9883575882802418,276,15,70,361
1766,dark,main,6,0.9927254221646137,240,13,76,329
1766,dark,main,7,0.9852757012158337,230,16,73,319
1766,dark,main,8,0.9899103921325669,274,15,98,387
1766,dark,main,9,0.9920493658042011,249,17,101,367
20004,bright,main,0,0.9926149125245096,341,81,3,425
20004,bright,main,1,0.9950429495657926,302,69,3,374
20004,bright,main,2,0.9895255031757016,328,83,2,413
20004,bright,main,3,0.9921852529134779,306,65,10,381
20004,bright,main,4,0.99347013038074,308,73,2,383
20004,bright,main,5,0.9860583885124856,323,66,5,394
20004,bright,main,6,0.9883777777443447,285,66,3,354
20004,bright,main,7,0.9878925229921975,275,68,3,346
20004,bright,main,8,0.9900311104457726,350,59,2,411
20004,bright,main,9,0.9869245782461631,320,88,4,412
1901,dark,main,0,0.9922530974100823,281,22,86,389
1901,dark,main,1,0.992089882945474,239,23,84,346
1901,dark,main,2,0.9829291665700811,264,21,97,382
1901,dark,main,3,0.9953398684789674,252,23,77,352
1901,dark,main,4,0.984489916469688,246,18,86,350
1901,dark,main,5,0.9854155062904988,275,21,73,369
1901,dark,main,6,0.9875106648998998,215,25,72,312
1901,dark,main,7,0.9824732036380004,187,18,44,249
1901,dark,main,8,0.9917680365174206,265,21,84,370
1901,dark,main,9,0.9960384176337936,279,21,65,365
1740,dark,main,0,0.9928773990226523,301,18,84,403
1740,dark,main,1,0.9919342207740978,257,16,90,363
1740,dark,main,2,0.994364007998054,271,14,91,376
1740,dark,main,3,0.9919055068821375,245,20,96,361
1740,dark,main,4,0.9898658391320025,244,17,98,359
1740,dark,main,5,0.9943198761857737,257,18,90,365
1740,dark,main,6,0.9851589003711639,229,16,76,321
1740,dark,main,7,0.9875126813397294,180,13,66,259
1740,dark,main,8,0.9877652086007088,275,18,89,382
1740,dark,main,9,0.9916173744937495,281,18,92,391
20791,bright,main,0,0.9914691886617607,327,90,4,421
20791,bright,main,1,0.9912245672617159,314,63,4,381
20791,bright,main,2,0.9914590984496833,365,52,5,422
20791,bright,main,3,0.9962384884621315,326,58,3,387
20791,bright,main,4,0.9862993093343554,329,59,8,396
20791,bright,main,5,0.9943775969232806,290,91,6,387
20791,bright,main,6,0.9919381893222609,287,62,1,350
20791,bright,main,7,0.9829895559229626,291,53,2,346
20791,bright,main,8,0.9961169615450972,355,50,5,410
20791,bright,main,9,0.9899216210383452,368,50,5,423
20641,bright,main,0,0.9939015044853314,354,68,4,426
20641,bright,main,1,0.9933192192914563,300,70,3,373
20641,bright,main,2,0.9913835572616397,331,58,3,392
20641,bright,main,3,0.9932856719890822,335,48,3,386
20641,bright,main,4,0.992366704979782,322,63,4,389
20641,bright,main,5,0.9868746914774785,324,66,3,393
20641,bright,main,6,0.9930798668049473,296,53,2,351
20641,bright,main,7,0.9914670189211521,291,46,2,339
20641,bright,main,8,0.992602116801443,369,49,2,420
20641,bright,main,9,0.9949592145477298,352,53,5,410
1757,dark,main,0,0.9916716772702338,282,23,85,390
1757,dark,main,1,0.9929808677980161,243,27,89,359
1757,dark,main,2,0.9920693055437825,273,23,82,378
1757,dark,main,3,0.9945583274241304,244,24,96,364
1757,dark,main,4,0.9845840192815882,253,17,87,357
1757,dark,main,5,0.9891256134855052,247,15,94,356
1757,dark,main,6,0.9877069480703266,233,17,86,336
1757,dark,main,7,0.9866714552508267,172,20,63,255
1757,dark,main,8,0.9844166742358321,274,22,79,375
1757,dark,main,9,0.9949592873908105,280,25,76,381
1727,dark,main,0,0.9914212026874575,272,28,87,387
1727,dark,main,1,0.9873437522336844,247,17,93,357
1727,dark,main,2,0.9957150549114595,293,17,79,389
1727,dark,main,3,0.9933685897072524,248,22,87,357
1727,dark,main,4,0.9946565528757672,260,17,87,364
1727,dark,main,5,0.9855405127110428,248,17,101,366
1727,dark,main,6,0.9906631713100543,250,15,68,333
