TILEID,PROGRAM,SURVEY,PETALID,H,N_GAL,N_STAR,N_QSO,N_GOOD_Z
1791,dark,main,8,0.9288264119043753,277,14,91,382
1791,dark,main,9,0.9604382467644147,288,13,90,391
1776,dark,main,0,0.9521626478240415,303,12,81,396
1776,dark,main,1,0.9653195624564739,260,14,67,341
1776,dark,main,2,0.9495961082400761,269,17,98,384
1776,dark,main,3,0.9479249558818327,259,13,84,356
1776,dark,main,4,0.9676145521973845,256,21,89,366
1776,dark,main,5,0.969945766008905,269,12,82,363
1776,dark,main,6,0.9214759109542994,221,17,85,323
1776,dark,main,7,0.9290144209267168,235,17,61,313
1776,dark,main,8,0.9595225288886821,271,14,94,379
1776,dark,main,9,0.9556014536552258,291,21,74,386
21175,bright,main,0,0.9585718204603043,338,68,1,407
21175,bright,main,1,0.9484829355323564,283,68,3,354
21175,bright,main,2,0.9689396212087941,345,52,4,401
21175,bright,main,3,0.9700023446792934,307,51,2,360
21175,bright,main,4,0.9698531567602896,322,45,7,374
21175,bright,main,5,0.9626492404492394,298,63,5,366
21175,bright,main,6,0.9426778663220421,284,57,4,345
21175,bright,main,7,0.9750182903058655,289,49,3,341
21175,bright,main,8,0.9653556517247874,330,51,5,386
21175,bright,main,9,0.9758434960123182,316,72,3,391
1257,dark,main,0,0.9664300072696309,266,23,91,380
1257,dark,main,1,0.9715779240610039,272,16,78,366
1257,dark,main,2,0.9482361987740535,291,17,80,388
1257,dark,main,3,0.9496312046273523,254,13,88,355
1257,dark,main,4,0.9391337593683335,231,14,105,350
1257,dark,main,5,0.9561581212198055,260,12,87,359
1257,dark,main,6,0.9378163372263671,214,15,65,294
1257,dark,main,7,0.9329426263690483,229,19,67,315
1257,dark,main,8,0.9495331051388619,276,16,80,372
1257,dark,main,9,0.9553005244944153,263,18,97,378
2187,dark,main,0,0.9347053816381684,274,12,108,394
2187,dark,main,1,0.9464926064010025,241,15,89,345
2187,dark,main,2,0.9686293327842722,276,13,98,387
2187,dark,main,3,0.9610182184465055,247,16,85,348
2187,dark,main,4,0.9552594443215383,267,12,84,363
2187,dark,main,5,0.9385467273620973,255,12,94,361
2187,dark,main,6,0.9564790939858352,229,18,60,307
2187,dark,main,7,0.9601995362812668,231,14,73,318
2187,dark,main,8,0.9582579921977907,276,17,77,370
2187,dark,main,9,0.9660593399376046,266,11,107,384
20274,bright,main,0,0.9456660006663746,382,59,3,444
20274,bright,main,1,0.9308162614876693,324,59,6,389
20274,bright,main,2,0.9780432497807933,366,55,5,426
20274,bright,main,3,0.9418333756228288,322,56,1,379
20274,bright,main,4,0.9644605861530752,344,53,2,399
20274,bright,main,5,0.9797871530666293,365,43,2,410
20274,bright,main,6,0.9672151861869281,315,49,3,367
20274,bright,main,7,0.960257724453075,300,50,4,354
20274,bright,main,8,0.9526253157970421,343,69,1,413
20274,bright,main,9,0.9607411524687319,345,79,2,426
1406,dark,main,0,0.9460268042420515,257,37,76,370
1406,dark,main,1,0.9579825911542169,241,38,77,356
1406,dark,main,2,0.9612755369142371,259,29,96,384
1406,dark,main,3,0.9286705939347093,233,30,88,351
1406,dark,main,4,0.9329419056332631,165,31,44,240
1406,dark,main,5,0.9702855079926396,237,33,82,352
1406,dark,main,6,0.9591209105941996,220,30,70,320
1406,dark,main,7,0.9793668573550283,205,42,69,316
1406,dark,main,8,0.9526123003690319,248,36,83,367
1406,dark,main,9,0.9619182022994662,263,43,86,392
1391,dark,main,0,0.9588755137091977,262,48,75,385
1391,dark,main,1,0.9610837297453128,226,41,82,349
1391,dark,main,2,0.9660784218329606,251,40,89,380
1391,dark,main,3,0.9495229617464939,215,44,84,343
1391,dark,main,4,0.9526051033227507,157,37,49,243
1391,dark,main,5,0.9618596869428335,250,39,63,352
1391,dark,main,6,0.9519124651841852,195,35,78,308
1391,dark,main,7,0.9608906647508976,204,37,69,310
1391,dark,main,8,0.9472069467328763,230,46,79,355
1391,dark,main,9,0.9346749719808259,253,40,80,373
1130,dark,main,0,0.9596832014319661,282,25,82,389
1130,dark,main,1,0.9729779101969552,264,19,65,348
1130,dark,main,2,0.9549891462031562,264,19,93,376
1130,dark,main,3,0.9496499792865173,238,22,81,341
1130,dark,main,4,0.9238007389071834,189,16,42,247
1130,dark,main,5,0.974548061513458,248,20,100,368
1130,dark,main,6,0.9282103844545719,212,32,85,329
1130,dark,main,7,0.9271577251314987,204,24,92,320
1130,dark,main,8,0.9572347302724407,244,39,71,354
1130,dark,main,9,0.9630064584342227,258,30,73,361
1392,dark,main,0,0.9315138150342714,235,73,63,371
1392,dark,main,1,0.9454399244879556,221,50,66,337
1392,dark,main,2,0.9449904977883625,234,52,88,374
1392,dark,main,3,0.9570308559688573,193,59,59,311
1392,dark,main,4,0.9231227523329716,111,42,42,195
1392,dark,main,5,0.9520822607326035,207,64,84,355
1392,dark,main,6,0.9606289480944202,202,53,58,313
1392,dark,main,7,0.9666126763849144,232,46,50,328
1392,dark,main,8,0.9517092657784183,224,50,80,354
1392,dark,main,9,0.9739261115896473,240,63,73,376
1106,dark,main,0,0.960170560891157,257,20,77,354
1106,dark,main,1,0.9070883181957647,218,14,79,311
1106,dark,main,2,0.9269179941286934,241,20,74,335
1106,dark,main,3,0.951937805980454,228,15,76,319
1106,dark,main,4,0.9600573464583199,155,12,58,225
1106,dark,main,5,0.9544424339412341,233,17,89,339
1106,dark,main,6,0.9502337705237368,200,20,70,290
1106,dark,main,7,0.9245951943904305,203,26,66,295
1106,dark,main,8,0.9300362933212448,231,28,70,329
1106,dark,main,9,0.9608808650317069,228,28,87,343
1412,dark,main,0,0.9804244467303583,250,45,84,379
1412,dark,main,1,0.9256014643368043,230,42,76,348
1412,dark,main,2,0.9460258604786956,244,48,74,366
1412,dark,main,3,0.959521313892192,226,42,77,345
1412,dark,main,4,0.8921106323394656,153,37,53,243
1412,dark,main,5,0.9718926494951637,231,56,72,359
1412,dark,main,6,0.9670978197408191,190,45,71,306
1412,dark,main,7,0.9566478237995377,195,40,70,305
1412,dark,main,8,0.9625000618885429,228,47,88,363
1412,dark,main,9,0.9577010744981785,236,52,77,365
1429,dark,main,0,0.934165502155211,234,58,66,358
1429,dark,main,1,0.952442066293842,191,57,85,333
1429,dark,main,2,0.9460211136763537,230,47,80,357
1429,dark,main,3,0.9589262204847278,231,42,74,347
1429,dark,main,4,0.963742661618334,198,56,81,335
1429,dark,main,5,0.9566970965925035,207,68,71,346
1429,dark,main,6,0.9650950947437771,205,42,53,300
1429,dark,main,7,0.9538442657342328,193,43,63,299
1429,dark,main,8,0.9698654917745477,221,52,80,353
1429,dark,main,9,0.9669201325313447,247,80,52,379
20587,bright,main,0,0.9723318105306946,345,80,4,429
20587,bright,main,1,0.9644594507990742,303,76,6,385
20587,bright,main,2,0.9756075956932835,338,71,5,414
20587,bright,main,3,0.9672441204354185,286,95,3,384
20587,bright,main,4,0.9472734719922646,210,59,2,271
20587,bright,main,5,0.9617094642607793,342,58,8,408
20587,bright,main,6,0.9675598924052469,289,63,3,355
20587,bright,main,7,0.9436163793649394,266,80,2,348
20587,bright,main,8,0.942288040407202,315,98,4,417
20587,bright,main,9,0.9484526538248766,341,77,3,421
20574,bright,main,0,0.9477902861717262,374,55,4,433
20574,bright,main,1,0.9279473194220726,333,63,2,398
20574,bright,main,2,0.9627105944487135,346,68,4,418
20574,bright,main,3,0.9601645642785628,297,78,4,379
20574,bright,main,4,0.9401892123509454,211,50,1,262
20574,bright,main,5,0.9247255075062089,332,64,3,399
20574,bright,main,6,0.9730536298453941,275,83,5,363
20574,bright,main,7,0.9358237476760387,274,70,3,347
20574,bright,main,8,0.968681610385103,337,78,3,418
20574,bright,main,9,0.9723541030357249,357,67,1,425
20575,bright,main,0,0.9602336572595741,362,62,3,427
20575,bright,main,1,0.9629024768742743,316,66,6,388
20575,bright,main,2,0.9647692989250223,358,65,3,426
20575,bright,main,3,0.9601162942719506,329,58,2,389
20575,bright,main,4,0.9068198351626428,216,50,3,269
20575,bright,main,5,0.9533294046422252,342,59,3,404
20575,bright,main,6,0.9361440267869314,288,67,6,361
20575,bright,main,7,0.9721309488458374,295,56,1,352
20575,bright,main,8,0.9801178934328931,354,60,6,420
20575,bright,main,9,0.9752659502989867,348,67,5,420
1000,dark,main,0,0.9487329021291678,259,20,91,370
1000,dark,main,1,0.9570023408835022,235,23,83,341
1000,dark,main,2,0.9604760660398031,253,24,96,373
1000,dark,main,3,0.9553686605878056,219,26,96,341
1000,dark,main,4,0.9218985827108543,171,13,56,240
1000,dark,main,5,0.9593055882567731,259,24,83,366
1000,dark,main,6,0.9296403654139567,216,24,78,318
1000,dark,main,7,0.9462283837292297,224,23,69,316
1000,dark,main,8,0.9732311786580263,236,26,87,349
1000,dark,main,9,0.9273830208415081,231,44,71,346
20576,bright,main,0,0.967496200859354,329,97,0,426
20576,bright,main,1,0.9654883119825378,325,62,3,390
20576,bright,main,2,0.9832513678166647,336,77,4,417
20576,bright,main,3,0.9485581512665177,324,63,3,390
20576,bright,main,4,0.9679757413938767,194,75,2,271
20576,bright,main,5,0.9605493871119355,306,74,8,388
20576,bright,main,6,0.9417636303080169,306,49,3,358
20576,bright,main,7,0.9756952138277072,295,50,7,352
20576,bright,main,8,0.9526045611230743,334,70,3,407
20576,bright,main,9,0.95315064864343,372,50,2,424
20572,bright,main,0,0.9717710896212469,356,64,6,426
20572,bright,main,1,0.9722229010529295,325,61,2,388
20572,bright,main,2,0.9658079824237398,367,57,1,425
20572,bright,main,3,0.9707298201370941,322,72,0,394
20572,bright,main,4,0.9245267525152383,223,46,1,270
20572,bright,main,5,0.951719777365289,338,57,6,401
20572,bright,main,6,0.9581841233820787,293,65,3,361
20572,bright,main,7,0.9454620665513344,306,44,7,357
20572,bright,main,8,0.9369451692870895,345,64,6,415
20572,bright,main,9,0.9677006207969195,341,66,5,412
1413,dark,main,0,0.9774094801925685,225,53,88,366
1413,dark,main,1,0.9156958953844262,210,44,85,339
1413,dark,main,2,0.9734009044440071,216,59,88,363
1413,dark,main,3,0.9526172329165791,233,41,82,356
1413,dark,main,4,0.9310225048862315,168,29,52,249
1413,dark,main,5,0.9803196303238533,241,31,86,358
1413,dark,main,6,0.9079720842114779,186,42,84,312
1413,dark,main,7,0.9607942478495666,216,39,68,323
1413,dark,main,8,0.9547643864055637,245,41,87,373
1413,dark,main,9,0.9111821765166436,220,51,64,335
1090,dark,main,0,0.979396696140496,273,26,88,387
1090,dark,main,1,0.9489010010519257,235,17,86,338
1090,dark,main,2,0.9692356967082381,281,16,80,377
1090,dark,main,3,0.9489790277262181,245,16,98,359
1090,dark,main,4,0.957500416949416,164,7,61,232
1090,dark,main,5,0.9734808692628745,218,23,98,339
1090,dark,main,6,0.9366533566686841,212,23,80,315
1090,dark,main,7,0.9138106397358919,233,20,64,317
1090,dark,main,8,0.9059698094691705,247,27,97,371
1090,dark,main,9,0.9718476717327882,257,26,90,373
1081,dark,main,0,0.9275279203123518,247,25,87,359
1081,dark,main,1,0.9152047481499707,243,20,70,333
1081,dark,main,2,0.9586453468204228,256,29,71,356
1081,dark,main,3,0.9268008875882169,231,22,71,324
1081,dark,main,4,0.9447915141617065,169,14,46,229
1081,dark,main,5,0.9560194500430504,231,19,84,334
1081,dark,main,6,0.9584377003845792,217,19,74,310
1081,dark,main,7,0.9408042452463053,213,25,62,300
1081,dark,main,8,0.9573886570860511,234,17,89,340
1081,dark,main,9,0.9713336023701447,260,23,75,358
1586,dark,main,0,0.9527556228170507,187,18,69,274
1586,dark,main,1,0.9400032161110654,193,23,69,285
1586,dark,main,2,0.9378316854442666,289,17,92,398
1586,dark,main,3,0.9482881556473959,261,18,72,351
1586,dark,main,4,0.964091740651133,164,18,56,238
1586,dark,main,5,0.9606462639683048,259,20,91,370
1586,dark,main,6,0.9330728156040372,220,16,75,311
1586,dark,main,7,0.9516392392507949,216,19,82,317
1586,dark,main,8,0.9420979857858096,267,19,81,367
1586,dark,main,9,0.9654466954712698,234,24,86,344
20090,bright,main,0,0.9807105257777493,353,80,5,438
20090,bright,main,1,0.9757119143556744,319,74,2,395
20090,bright,main,2,0.9564605639922399,359,66,2,427
20090,bright,main,3,0.9706717379546461,317,71,4,392
20090,bright,main,4,0.952124412246079,214,52,3,269
20090,bright,main,5,0.9775590076873191,335,74,4,413
20090,bright,main,6,0.9438221542463873,288,79,1,368
20090,bright,main,7,0.9756345632267114,274,83,1,358
20090,bright,main,8,0.9644228916195093,339,78,6,423
20090,bright,main,9,0.9449048930469113,363,66,4,433
1573,dark,main,0,0.9612131146504438,270,22,101,393
1573,dark,main,1,0.9627409605636877,253,23,68,344
1573,dark,main,2,0.9655849263316518,285,19,82,386
1573,dark,main,3,0.9580159014542495,217,20,105,342
1573,dark,main,4,0.9425166488064505,158,9,75,242
1573,dark,main,5,0.9738032924964717,255,19,84,358
1573,dark,main,6,0.9639560357108989,235,18,72,325
1573,dark,main,7,0.9521764432736941,246,18,70,334
1573,dark,main,8,0.977258007732802,242,22,94,358
1573,dark,main,9,0.9723311008480742,286,17,82,385
1405,dark,main,0,0.9576932863239201,262,31,81,374
1405,dark,main,1,0.9276791325260836,219,32,81,332
1405,dark,main,2,0.9622656769548907,255,26,91,372
1405,dark,main,3,0.9773774609134883,260,34,60,354
1405,dark,main,4,0.9298879280624711,175,17,53,245
1405,dark,main,5,0.9588590980287444,235,30,88,353
1405,dark,main,6,0.9539916757823423,223,26,80,329
1405,dark,main,7,0.9709925930178035,235,20,71,326
1405,dark,main,8,0.9648607700896495,258,30,82,370
1405,dark,main,9,0.9783056784849291,238,30,101,369
1098,dark,main,0,0.9376686783012536,232,29,78,339
1098,dark,main,1,0.9770758206978098,224,40,73,337
1098,dark,main,2,0.9788548901852737,253,25,82,360
1098,dark,main,3,0.9613625493064328,252,27,77,356
1098,dark,main,4,0.9575017260272705,242,25,79,346
1098,dark,main,5,0.9347350117112292,259,24,81,364
1098,dark,main,6,0.9215663274040847,219,31,67,317
1098,dark,main,7,0.9558877806723225,216,22,82,320
1098,dark,main,8,0.9427179717745698,246,29,79,354
1098,dark,main,9,0.9489722269303894,235,35,89,359
1432,dark,main,0,0.9618364121074596,262,31,86,379
1432,dark,main,1,0.9567713422916535,258,25,66,349
1432,dark,main,2,0.9203535829469086,249,29,93,371
1432,dark,main,3,0.951380369694902,248,24,77,349
1432,dark,main,4,0.9786807035997145,245,27,79,351
1432,dark,main,5,0.9497488799098835,251,29,83,363
1432,dark,main,6,0.9752483356268874,228,27,58,313
1432,dark,main,7,0.9445138098201075,229,21,69,319
1432,dark,main,8,0.9570831630976612,258,22,71,351
1432,dark,main,9,0.9407605626933642,255,23,96,374
20586,bright,main,0,0.9640112252820762,240,63,1,304
20586,bright,main,1,0.9377497569365808,261,65,0,326
20586,bright,main,2,0.9777156324550452,338,84,4,426
20586,bright,main,3,0.9563896234610543,266,110,3,379
20586,bright,main,4,0.935767716050034,289,89,7,385
20586,bright,main,5,0.9593951614122566,306,90,4,400
20586,bright,main,6,0.9466975947437828,277,85,1,363
20586,bright,main,7,0.9694607960218447,260,87,4,351
20586,bright,main,8,0.9612496007506638,338,76,3,417
20586,bright,main,9,0.9574606690499944,315,82,1,398
20083,bright,main,0,0.9697386740154277,315,114,9,438
20083,bright,main,1,0.9675596415729284,300,93,2,395
20083,bright,main,2,0.9623568067675543,337,83,4,424
20083,bright,main,3,0.9679081090901516,305,84,4,393
20083,bright,main,4,0.9367721555246772,305,84,8,397
20083,bright,main,5,0.9455769268479295,339,59,10,408
20083,bright,main,6,0.9504607675535987,306,55,1,362
20083,bright,main,7,0.959612836456136,300,53,5,358
20083,bright,main,8,0.9756760540723044,362,52,2,416
20083,bright,main,9,0.9661333794456493,333,91,4,428
1080,dark,main,0,0.9599876199829037,247,21,83,351
1080,dark,main,1,0.9423262249199075,223,17,90,330
1080,dark,main,2,0.9503971057434697,222,23,79,324
1080,dark,main,3,0.9147763881674835,192,22,101,315
1080,dark,main,4,0.9498261857961178,213,16,75,304
1080,dark,main,5,0.9580445958584934,233,19,85,337
1080,dark,main,6,0.9568088225153041,191,19,65,275
1080,dark,main,7,0.9363396468713397,200,23,72,295
1080,dark,main,8,0.9612768908018798,247,20,88,355
1080,dark,main,9,0.9458020585925877,239,16,95,350
1252,dark,main,0,0.9367246120200723,268,23,84,375
1252,dark,main,1,0.9305680761129858,222,23,98,343
1252,dark,main,2,0.9458581497858164,260,23,81,364
1252,dark,main,3,0.9722111760659419,244,20,82,346
1252,dark,main,4,0.9396595538942774,247,20,69,336
1252,dark,main,5,0.9606307194072601,243,21,90,354
1252,dark,main,6,0.9359036939596814,211,29,72,312
1252,dark,main,7,0.954115059710907,226,21,78,325
1252,dark,main,8,0.965025244351348,263,27,77,367
1252,dark,main,9,0.9610487674194623,259,29,85,373
20089,bright,main,0,0.9690227153832481,239,80,2,321
20089,bright,main,1,0.9373852440727606,287,79,3,369
20089,bright,main,2,0.9669362387236352,354,72,4,430
20089,bright,main,3,0.9350978520692542,321,69,6,396
20089,bright,main,4,0.9506750521565221,326,73,2,401
20089,bright,main,5,0.9652116586195593,337,72,5,414
20089,bright,main,6,0.9346920415507434,303,67,1,371
20089,bright,main,7,0.9803642625046299,304,59,4,367
20089,bright,main,8,0.973551228034167,325,88,1,414
20089,bright,main,9,0.9616787801117963,337,88,4,429
20581,bright,main,0,0.9437842159226958,383,44,2,429
20581,bright,main,1,0.9529868512137288,343,48,4,395
20581,bright,main,2,0.9363181450682312,332,81,1,414
20581,bright,main,3,0.9707679736035121,313,70,4,387
20581,bright,main,4,0.9687469276634463,328,66,2,396
20581,bright,main,5,0.9621951447605436,350,46,5,401
20581,bright,main,6,0.9614850339623014,309,52,5,366
20581,bright,main,7,0.9686765070654432,287,62,1,350
20581,bright,main,8,0.9685830047721955,354,48,2,404
20581,bright,main,9,0.9769516587369684,376,44,3,423
20585,bright,main,0,0.9691033787893779,358,74,1,433
20585,bright,main,1,0.9560028821465659,341,55,1,397
20585,bright,main,2,0.9767842627029457,356,61,7,424
20585,bright,main,3,0.9370763864540902,329,58,5,392
20585,bright,main,4,0.9433627281190605,341,57,4,402
20585,bright,main,5,0.9531673236623538,362,46,5,413
20585,bright,main,6,0.9650445459642866,291,67,5,363
20585,bright,main,7,0.9549121697229256,271,85,4,360
20585,bright,main,8,0.9298626892630952,311,95,7,413
20585,bright,main,9,0.9515575392720256,331,88,5,424
1588,dark,main,0,0.9662328828247043,230,41,87,358
1588,dark,main,1,0.9206495940168857,245,21,95,361
1588,dark,main,2,0.9390587039307641,260,30,83,373
1588,dark,main,3,0.9359761801407721,215,21,97,333
1588,dark,main,4,0.937081632094802,252,16,79,347
1588,dark,main,5,0.9846568097545603,242,16,95,353
1588,dark,main,6,0.9628917971116144,220,32,73,325
1588,dark,main,7,0.984617836213146,220,18,85,323
1588,dark,main,8,0.949516909878885,272,19,76,367
1588,dark,main,9,0.9362279108332864,263,24,98,385
20573,bright,main,0,0.9774418179756262,364,66,5,435
20573,bright,main,1,0.9760824601385722,342,47,6,395
20573,bright,main,2,0.967211794869302,339,72,6,417
20573,bright,main,3,0.9533635667907804,327,57,8,392
20573,bright,main,4,0.9741384423189982,325,69,3,397
20573,bright,main,5,0.9167861653101909,336,60,4,400
20573,bright,main,6,0.9440954216214116,341,29,1,371
20573,bright,main,7,0.9570085750959128,288,61,5,354
20573,bright,main,8,0.9661509582401939,348,60,6,414
20573,bright,main,9,0.958475559652878,351,66,0,417
20582,bright,main,0,0.9693589185015701,367,56,8,431
20582,bright,main,1,0.9324420981347554,300,86,2,388
20582,bright,main,2,0.9555348939547393,364,56,5,425
20582,bright,main,3,0.9700321513989032,332,56,3,391
20582,bright,main,4,0.9582830206730141,312,80,2,394
20582,bright,main,5,0.9624303791536082,343,58,2,403
20582,bright,main,6,0.9489411733718817,301,57,3,361
20582,bright,main,7,0.9523143382655137,326,37,4,367
20582,bright,main,8,0.960805874856735,362,51,4,417
20582,bright,main,9,0.9683326497934419,324,89,5,418
1766,dark,main,0,0.952421706740382,289,14,88,391
1766,dark,main,1,0.9634001021838037,255,13,92,360
1766,dark,main,2,0.9531123269690377,272,24,76,372
1766,dark,main,3,0.9680377879528164,273,13,68,354
1766,dark,main,4,0.9477964017546867,260,18,85,363
1766,dark,main,5,0.96186841119942,276,15,70,361
1766,dark,main,6,0.9637807134576115,240,13,76,329
1766,dark,main,7,0.9499892230553206,230,16,73,319
1766,dark,main,8,0.9522250270574927,274,15,98,387
1766,dark,main,9,0.9614224342767743,249,17,101,367
20004,bright,main,0,0.9701161319468419,341,81,3,425
20004,bright,main,1,0.9698976225207232,302,69,3,374
20004,bright,main,2,0.9541902299652586,328,83,2,413
20004,bright,main,3,0.9775161442248946,306,65,10,381
20004,bright,main,4,0.9556063702882635,308,73,2,383
20004,bright,main,5,0.947032577159649,323,66,5,394
20004,bright,main,6,0.9367254697985489,285,66,3,354
20004,bright,main,7,0.954629381080995,275,68,3,346
20004,bright,main,8,0.977369833062338,350,59,2,411
20004,bright,main,9,0.9124356081794824,320,88,4,412
1901,dark,main,0,0.9693354182250082,281,22,86,389
1901,dark,main,1,0.9447292666261059,239,23,84,346
1901,dark,main,2,0.9362748558340658,264,21,97,382
1901,dark,main,3,0.9640426486872841,252,23,77,352
1901,dark,main,4,0.9576727359379281,246,18,86,350
1901,dark,main,5,0.9624105865422409,275,21,73,369
1901,dark,main,6,0.9572206620144393,215,25,72,312
1901,dark,main,7,0.9358314469753313,187,18,44,249
1901,dark,main,8,0.9419848802638554,265,21,84,370
1901,dark,main,9,0.9664891499318575,279,21,65,365
1740,dark,main,0,0.9694657833996603,301,18,84,403
1740,dark,main,1,0.973053629845394,257,16,90,363
1740,dark,main,2,0.9643324234936415,271,14,91,376
1740,dark,main,3,0.9689668407211696,245,20,96,361
1740,dark,main,4,0.9533372101926091,244,17,98,359
1740,dark,main,5,0.9695845404220044,257,18,90,365
1740,dark,main,6,0.950641862997399,229,16,76,321
1740,dark,main,7,0.9377724676866699,180,13,66,259
1740,dark,main,8,0.9599716537601682,275,18,89,382
1740,dark,main,9,0.9426435287965994,281,18,92,391
20791,bright,main,0,0.9516730613255846,327,90,4,421
20791,bright,main,1,0.96405802106948,314,63,4,381
20791,bright,main,2,0.9545579901018164,365,52,5,422
20791,bright,main,3,0.9712795280979203,326,58,3,387
20791,bright,main,4,0.9671028886860501,329,59,8,396
20791,bright,main,5,0.9483437246443952,290,91,6,387
20791,bright,main,6,0.9586452007132943,287,62,1,350
20791,bright,main,7,0.9371642293222165,291,53,2,346
20791,bright,main,8,0.9639669118298755,355,50,5,410
20791,bright,main,9,0.9652064529551923,368,50,5,423
20641,bright,main,0,0.9625309849363655,354,68,4,426
20641,bright,main,1,0.9725134588305756,300,70,3,373
20641,bright,main,2,0.9719625511847495,331,58,3,392
20641,bright,main,3,0.9587423059615379,335,48,3,386
20641,bright,main,4,0.9507856549247444,322,63,4,389
20641,bright,main,5,0.9282768663301123,324,66,3,393
20641,bright,main,6,0.9631453453292174,296,53,2,351
20641,bright,main,7,0.9501706041104477,291,46,2,339
20641,bright,main,8,0.9637595072734699,369,49,2,420
20641,bright,main,9,0.9532464649070549,352,53,5,410
1757,dark,main,0,0.9493561846660098,282,23,85,390
1757,dark,main,1,0.9382014151778038,243,27,89,359
1757,dark,main,2,0.9567006146074074,273,23,82,378
1757,dark,main,3,0.9425365560674137,244,24,96,364
1757,dark,main,4,0.9507462760508052,253,17,87,357
1757,dark,main,5,0.9637059710885533,247,15,94,356
1757,dark,main,6,0.9546627798174403,233,17,86,336
1757,dark,main,7,0.9432117414058994,172,20,63,255
1757,dark,main,8,0.9496874296797884,274,22,79,375
1757,dark,main,9,0.9647092594579926,280,25,76,381
1727,dark,main,0,0.9510034846657106,272,28,87,387
1727,dark,main,1,0.9436307958210948,247,17,93,357
1727,dark,main,2,0.9502955033077525,293,17,79,389
1727,dark,main,3,0.9636022625473668,248,22,87,357
1727,dark,main,4,0.9523314840625975,260,17,87,364
1727,dark,main,5,0.9387371877962594,248,17,101,366
1727,dark,main,6,0.9620004284898466,250,15,68,333
