TILEID,PROGRAM,SURVEY,PETALID,H,N_GAL,N_STAR,N_QSO,N_GOOD_Z
1088,dark,main,3,0.9608337445592632,211,19,94,324
1088,dark,main,4,0.9403550241182921,242,19,76,337
1088,dark,main,5,0.9439313954690455,218,17,90,325
1088,dark,main,6,0.9320038275837514,201,18,78,297
1088,dark,main,7,0.9621283970538906,201,16,75,292
1088,dark,main,8,0.9537351135948972,237,22,85,344
1088,dark,main,9,0.935542727970788,241,21,84,346
1888,dark,main,0,0.9426532134791971,227,54,73,354
1888,dark,main,1,0.9528922501006227,207,55,77,339
1888,dark,main,2,0.9351172319246018,223,60,82,365
1888,dark,main,3,0.9646116691812251,228,35,82,345
1888,dark,main,4,0.9672763172661364,225,45,75,345
1888,dark,main,5,0.9618684111994202,227,65,70,362
1888,dark,main,6,0.9603392739136034,197,47,79,323
1888,dark,main,7,0.9478924381044695,192,72,45,309
1888,dark,main,8,0.9345772577360598,239,51,74,364
1888,dark,main,9,0.9634364853591508,231,63,77,371
20592,bright,main,0,0.9724654129202133,367,58,4,429
20592,bright,main,1,0.9491817514786393,337,44,10,391
20592,bright,main,2,0.9640566941895906,367,48,8,423
20592,bright,main,3,0.9594894347473671,338,43,4,385
20592,bright,main,4,0.9542932017351854,317,71,4,392
20592,bright,main,5,0.9631826793379514,361,45,2,408
20592,bright,main,6,0.9711858175685512,340,29,0,369
20592,bright,main,7,0.943709612630462,316,43,3,362
20592,bright,main,8,0.9655732409020763,340,71,5,416
20592,bright,main,9,0.9564156755562508,347,81,2,430
1390,dark,main,0,0.9460883203653612,260,35,74,369
1390,dark,main,1,0.951189261825564,245,31,67,343
1390,dark,main,2,0.9733304188192,278,19,93,390
1390,dark,main,3,0.9384961998485765,246,23,80,349
1390,dark,main,4,0.9276292441119385,223,26,84,333
1390,dark,main,5,0.9478280481364745,240,25,93,358
1390,dark,main,6,0.9096871303274143,128,24,53,205
1390,dark,main,7,0.9566241791362712,202,38,71,311
1390,dark,main,8,0.9822667870100585,209,45,93,347
1390,dark,main,9,0.9529781380109719,248,43,87,378
1411,dark,main,0,0.9576374355816923,264,39,74,377
1411,dark,main,1,0.9590631418870278,219,42,88,349
1411,dark,main,2,0.9615417435580941,264,53,66,383
1411,dark,main,3,0.9499543710079187,254,29,77,360
1411,dark,main,4,0.9172085468264026,222,36,83,341
1411,dark,main,5,0.9651904473812446,230,37,77,344
1411,dark,main,6,0.9326318370506328,136,23,29,188
1411,dark,main,7,0.9519830416779316,196,52,71,319
1411,dark,main,8,0.9517137656865183,240,47,72,359
1411,dark,main,9,0.9663304048688975,244,54,73,371
2072,dark,main,0,0.9648377975458226,267,31,89,387
2072,dark,main,1,0.950427875274093,237,26,80,343
2072,dark,main,2,0.9593013016908003,252,26,79,357
2072,dark,main,3,0.9468080956870808,243,30,71,344
2072,dark,main,4,0.9520490372083706,257,23,83,363
2072,dark,main,5,0.9330646181829065,248,24,79,351
2072,dark,main,6,0.8954145355785897,155,20,36,211
2072,dark,main,7,0.9538183649105226,214,35,62,311
2072,dark,main,8,0.9425953341497196,242,42,71,355
2072,dark,main,9,0.956781780824775,265,40,63,368
1207,dark,main,0,0.9706282165391259,277,13,92,382
1207,dark,main,1,0.952689138849464,257,16,76,349
1207,dark,main,2,0.9730712178665794,252,21,103,376
1207,dark,main,3,0.9790594858085099,254,14,70,338
1207,dark,main,4,0.9828385243861617,251,14,80,345
1207,dark,main,5,0.9575604663200932,263,16,88,367
1207,dark,main,6,0.9459222353558748,222,18,80,320
1207,dark,main,7,0.9702974761045353,251,17,64,332
1207,dark,main,8,0.972887369908875,265,20,90,375
1207,dark,main,9,0.9779201147564307,265,20,69,354
1424,dark,main,0,0.9659645845503465,225,57,82,364
1424,dark,main,1,0.9607649499854343,224,51,74,349
1424,dark,main,2,0.9480224005753025,240,59,79,378
1424,dark,main,3,0.9449784738922143,237,45,62,344
1424,dark,main,4,0.9649593411340969,246,58,57,361
1424,dark,main,5,0.9654246103618047,227,55,82,364
1424,dark,main,6,0.924814350550957,124,27,44,195
1424,dark,main,7,0.9693457790434652,204,41,73,318
1424,dark,main,8,0.9521489414487141,229,62,83,374
1424,dark,main,9,0.982822088176056,252,48,74,374
1399,dark,main,0,0.9558527630455457,240,35,94,369
1399,dark,main,1,0.9667010687328941,233,32,77,342
1399,dark,main,2,0.9389217871515696,242,48,79,369
1399,dark,main,3,0.9577566027917244,245,30,68,343
1399,dark,main,4,0.9633986137902885,217,28,105,350
1399,dark,main,5,0.9498677019975308,217,31,94,342
1399,dark,main,6,0.9318204868993863,138,21,33,192
1399,dark,main,7,0.9680473250322801,223,30,72,325
1399,dark,main,8,0.9605659611118872,249,31,74,354
1399,dark,main,9,0.949724817081002,232,29,99,360
20222,bright,main,0,0.96130016712678,346,83,4,433
20222,bright,main,1,0.9576472885165773,307,87,4,398
20222,bright,main,2,0.9528312227473735,332,93,1,426
20222,bright,main,3,0.9474031229425468,300,88,4,392
20222,bright,main,4,0.9674225395000022,314,88,3,405
20222,bright,main,5,0.9653408946672627,328,78,4,410
20222,bright,main,6,0.9611244721732559,254,112,0,366
20222,bright,main,7,0.9788814522388926,271,84,2,357
20222,bright,main,8,0.959085851894553,351,72,1,424
20222,bright,main,9,0.9658747468102761,350,72,7,429
1915,dark,main,0,0.951970922273552,236,52,78,366
1915,dark,main,1,0.9557538270229026,225,40,69,334
1915,dark,main,2,0.9669093996703112,247,43,81,371
1915,dark,main,3,0.9535369696001499,241,38,75,354
1915,dark,main,4,0.9605079389647699,235,37,89,361
1915,dark,main,5,0.9703888905752397,234,52,85,371
1915,dark,main,6,0.9251030186749503,129,26,45,200
1915,dark,main,7,0.9333129827520483,158,67,84,309
1915,dark,main,8,0.9552600135446576,213,58,70,341
1915,dark,main,9,0.9530575932552927,238,67,68,373
20088,bright,main,0,0.9697844401717755,306,116,6,428
20088,bright,main,1,0.9594010880300267,258,120,5,383
20088,bright,main,2,0.9601229354378549,327,90,2,419
20088,bright,main,3,0.9570606123195017,312,72,5,389
20088,bright,main,4,0.9605831201057369,296,99,3,398
20088,bright,main,5,0.939568658620588,322,79,3,404
20088,bright,main,6,0.9706282431868015,275,91,3,369
20088,bright,main,7,0.9902763167763962,277,74,1,352
20088,bright,main,8,0.9487953971554546,312,106,4,422
20088,bright,main,9,0.9612381179852991,263,146,4,413
20117,bright,main,0,0.9673229804374556,356,75,7,438
20117,bright,main,1,0.9821387581798819,312,78,0,390
20117,bright,main,2,0.9745864716386321,351,79,2,432
20117,bright,main,3,0.9626388365403643,332,58,0,390
20117,bright,main,4,0.9653369195598095,337,62,3,402
20117,bright,main,5,0.9701032594985622,330,72,2,404
20117,bright,main,6,0.9518695183666139,287,73,6,366
20117,bright,main,7,0.9545522121880055,282,76,1,359
20117,bright,main,8,0.9633003529976795,327,80,5,412
20117,bright,main,9,0.9440093893413357,322,96,1,419
20119,bright,main,0,0.9563337546724957,353,74,6,433
20119,bright,main,1,0.9487060456182389,335,48,7,390
20119,bright,main,2,0.9651017683536055,346,70,1,417
20119,bright,main,3,0.9688440095739492,316,68,2,386
20119,bright,main,4,0.9523105579029219,336,64,4,404
20119,bright,main,5,0.9644249496232077,320,75,2,397
20119,bright,main,6,0.9455029688385919,288,71,2,361
20119,bright,main,7,0.9540554212902854,302,51,2,355
20119,bright,main,8,0.9746587862681836,336,74,6,416
20119,bright,main,9,0.9643687188147262,356,59,6,421
1401,dark,main,0,0.9593336839284393,283,22,79,384
1401,dark,main,1,0.9478226464508729,235,29,85,349
1401,dark,main,2,0.9491882854447238,271,33,73,377
1401,dark,main,3,0.9375941282748518,239,23,84,346
1401,dark,main,4,0.9421609877442665,249,32,80,361
1401,dark,main,5,0.96658451286735,265,22,71,358
1401,dark,main,6,0.9380999260538617,215,29,80,324
1401,dark,main,7,0.9751375839179064,211,30,71,312
1401,dark,main,8,0.9569274204518144,249,30,92,371
1401,dark,main,9,0.960752670286704,254,30,78,362
1082,dark,main,0,0.9496990050022484,246,19,91,356
1082,dark,main,1,0.9788159318807346,228,18,82,328
1082,dark,main,2,0.9756207888074931,242,19,84,345
1082,dark,main,3,0.9354023441013671,238,20,76,334
1082,dark,main,4,0.9596151304416832,248,12,80,340
1082,dark,main,5,0.9459801102209525,260,19,67,346
1082,dark,main,6,0.9637131383339824,196,15,85,296
1082,dark,main,7,0.9371259090731798,213,23,68,304
1082,dark,main,8,0.9394043416338052,213,38,85,336
1082,dark,main,9,0.9590631418870278,233,38,79,350
1909,dark,main,0,0.966376686643201,242,44,73,359
1909,dark,main,1,0.9498540914959666,212,63,71,346
1909,dark,main,2,0.9489601899429956,237,50,79,366
1909,dark,main,3,0.9443970735051412,232,37,74,343
1909,dark,main,4,0.9471920458849866,220,58,72,350
1909,dark,main,5,0.930076352206892,226,50,79,355
1909,dark,main,6,0.9590771435025893,188,40,83,311
1909,dark,main,7,0.944108372238067,185,57,70,312
1909,dark,main,8,0.89533244375271,214,51,78,343
1909,dark,main,9,0.9597568110971563,240,46,77,363
21090,bright,main,0,0.9608420412084299,357,62,4,423
21090,bright,main,1,0.9800534440592017,339,54,5,398
21090,bright,main,2,0.9718461787763201,329,81,1,411
21090,bright,main,3,0.981526159476387,320,56,5,381
21090,bright,main,4,0.9674434772080328,339,51,3,393
21090,bright,main,5,0.9601026041903544,336,55,5,396
21090,bright,main,6,0.9666148914815386,281,68,1,350
21090,bright,main,7,0.9612268280549,283,60,1,344
21090,bright,main,8,0.9673019768400545,326,74,4,404
21090,bright,main,9,0.9555384904952302,323,79,6,408
1428,dark,main,0,0.940893265475855,255,55,61,371
1428,dark,main,1,0.9638431956767034,227,36,97,360
1428,dark,main,2,0.978762567634803,242,42,86,370
1428,dark,main,3,0.9470643437771057,219,50,76,345
1428,dark,main,4,0.9762636254980356,252,39,77,368
1428,dark,main,5,0.9672590938879065,240,43,77,360
1428,dark,main,6,0.9518185034873596,196,38,75,309
1428,dark,main,7,0.9669329056395206,199,32,83,314
1428,dark,main,8,0.9481327821059822,237,54,65,356
1428,dark,main,9,0.9524162074882582,228,44,86,358
20108,bright,main,0,0.9644701490415578,364,74,0,438
20108,bright,main,1,0.9713317406893048,337,59,3,399
20108,bright,main,2,0.9685870523827639,323,99,2,424
20108,bright,main,3,0.9545600032520692,294,94,3,391
20108,bright,main,4,0.9755626808740289,315,82,4,401
20108,bright,main,5,0.948357991579638,310,88,2,400
20108,bright,main,6,0.9783120795771874,277,79,2,358
20108,bright,main,7,0.9560527840007742,251,101,2,354
20108,bright,main,8,0.9741165377302725,344,74,2,420
20108,bright,main,9,0.9608760272619602,343,83,1,427
20087,bright,main,0,0.9580630864407895,356,72,4,432
20087,bright,main,1,0.9702288131580346,305,86,3,394
20087,bright,main,2,0.960505519196541,321,97,3,421
20087,bright,main,3,0.974291011109577,323,63,6,392
20087,bright,main,4,0.9690674468252352,323,74,3,400
20087,bright,main,5,0.9338751771275479,325,72,5,402
20087,bright,main,6,0.9635564260938593,328,36,2,366
20087,bright,main,7,0.9630461032027987,299,56,5,360
20087,bright,main,8,0.9432374950088568,336,79,4,419
20087,bright,main,9,0.9729667789646709,357,62,4,423
1211,dark,main,0,0.9642897347679067,268,22,93,383
1211,dark,main,1,0.959204045400508,251,14,96,361
1211,dark,main,2,0.9726938301491944,274,18,79,371
1211,dark,main,3,0.9661291742835177,264,23,70,357
1211,dark,main,4,0.9559472043612434,233,21,88,342
1211,dark,main,5,0.9655372418187932,254,18,85,357
1211,dark,main,6,0.9367315812865182,215,25,80,320
1211,dark,main,7,0.9670904951000937,222,18,79,319
1211,dark,main,8,0.9722818953944838,262,20,86,368
1211,dark,main,9,0.9748053059930285,270,26,84,380
1414,dark,main,0,0.9729781371559197,248,47,75,370
1414,dark,main,1,0.9615426986446658,217,53,79,349
1414,dark,main,2,0.9297401464624079,232,48,80,360
1414,dark,main,3,0.9538790047746333,213,42,74,329
1414,dark,main,4,0.9542652224770538,225,46,81,352
1414,dark,main,5,0.9581066066252393,223,42,75,340
1414,dark,main,6,0.9432291341333499,208,38,79,325
1414,dark,main,7,0.9695834902986885,196,35,76,307
1414,dark,main,8,0.9706585029468249,242,45,68,355
1414,dark,main,9,0.9656725409088569,232,44,93,369
1094,dark,main,0,0.962179434327821,248,20,91,359
1094,dark,main,1,0.9366935644382667,237,18,64,319
1094,dark,main,2,0.9646818283593864,244,20,102,366
1094,dark,main,3,0.9253710330083444,221,26,81,328
1094,dark,main,4,0.9369845518300784,224,17,85,326
1094,dark,main,5,0.9566074585411726,231,25,88,344
1094,dark,main,6,0.9542198144924459,200,20,77,297
1094,dark,main,7,0.948619903196261,201,18,77,296
1094,dark,main,8,0.9764636090026224,250,23,79,352
1094,dark,main,9,0.9341116337704359,259,17,77,353
1415,dark,main,0,0.9506598337831871,267,24,92,383
1415,dark,main,1,0.9482904575324991,243,27,84,354
1415,dark,main,2,0.9552839344452461,256,30,95,381
1415,dark,main,3,0.9590114337305904,251,30,72,353
1415,dark,main,4,0.9278046349354275,233,24,83,340
1415,dark,main,5,0.9713359119759805,252,20,93,365
1415,dark,main,6,0.912997896085034,215,20,82,317
1415,dark,main,7,0.9555816407985395,219,26,71,316
1415,dark,main,8,0.9646214174780878,252,27,91,370
1415,dark,main,9,0.948609761145228,272,24,90,386
1386,dark,main,0,0.9537156441604959,242,34,89,365
1386,dark,main,1,0.9495172107530231,215,40,84,339
1386,dark,main,2,0.9677612661931643,236,53,79,368
1386,dark,main,3,0.9580342719511251,235,29,78,342
1386,dark,main,4,0.9517910821334736,210,46,88,344
1386,dark,main,5,0.9757696680548774,219,39,89,347
1386,dark,main,6,0.9487253961820755,231,32,62,325
1386,dark,main,7,0.9656489321159261,215,38,70,323
1386,dark,main,8,0.9719619687998337,217,59,71,347
1386,dark,main,9,0.9238851383255028,233,50,88,371
1208,dark,main,0,0.9697013617454189,266,24,92,382
1208,dark,main,1,0.9254687187234111,254,23,78,355
1208,dark,main,2,0.9563621034813478,271,18,84,373
1208,dark,main,3,0.9666241990028841,237,17,102,356
1208,dark,main,4,0.9816928726337697,244,17,104,365
1208,dark,main,5,0.9473727095526422,231,19,106,356
1208,dark,main,6,0.9347089421530705,218,16,94,328
1208,dark,main,7,0.9366448401249078,229,22,83,334
1208,dark,main,8,0.9511553060029303,277,24,75,376
1208,dark,main,9,0.9715880339616327,254,21,100,375
1220,dark,main,0,0.9680245166405482,285,23,75,383
1220,dark,main,1,0.9496874814572727,232,26,89,347
1220,dark,main,2,0.9621532905580406,287,25,77,389
1220,dark,main,3,0.9580801114462154,238,26,84,348
1220,dark,main,4,0.9604446359119896,250,27,83,360
1220,dark,main,5,0.9760483363411068,253,25,84,362
1220,dark,main,6,0.956306480680283,231,17,79,327
1220,dark,main,7,0.9691573469549597,218,25,65,308
1220,dark,main,8,0.9756742493622452,249,19,88,356
1220,dark,main,9,0.9555131208556935,254,43,73,370
1206,dark,main,0,0.9685763275035928,269,15,103,387
1206,dark,main,1,0.9620866531733434,240,16,87,343
1206,dark,main,2,0.951569571310884,272,15,92,379
1206,dark,main,3,0.969809816894972,232,17,95,344
1206,dark,main,4,0.9643806847782137,237,11,81,329
1206,dark,main,5,0.9530354618436049,276,16,73,365
1206,dark,main,6,0.9689067948364093,218,18,78,314
1206,dark,main,7,0.9469761080705903,221,40,55,316
1206,dark,main,8,0.9708739462799968,268,16,81,365
1206,dark,main,9,0.9636756493573408,268,17,95,380
20102,bright,main,0,0.9452024974748837,375,50,6,431
20102,bright,main,1,0.9651431002826047,319,77,3,399
20102,bright,main,2,0.9491408120646566,390,41,5,436
20102,bright,main,3,0.9708443728617348,334,59,1,394
20102,bright,main,4,0.9518890091575449,337,58,1,396
20102,bright,main,5,0.9446627408791312,317,83,3,403
20102,bright,main,6,0.9561542477481314,286,79,1,366
20102,bright,main,7,0.9625000618885429,284,74,2,360
20102,bright,main,8,0.965172526182084,361,57,2,420
20102,bright,main,9,0.972026485709977,360,59,5,424
20124,bright,main,0,0.9531897968354596,341,83,6,430
20124,bright,main,1,0.9428717188059476,324,58,3,385
20124,bright,main,2,0.972673861610035,339,69,0,408
20124,bright,main,3,0.9782344587139499,286,97,2,385
20124,bright,main,4,0.9591607432291253,332,57,4,393
20124,bright,main,5,0.972577963104276,327,70,4,401
20124,bright,main,6,0.9548966322930467,275,78,6,359
20124,bright,main,7,0.9372778442227109,270,78,3,351
20124,bright,main,8,0.9756281286308236,298,105,6,409
20124,bright,main,9,0.93954209552198,343,71,4,418
1198,dark,main,0,0.9661743441029323,266,18,90,374
1198,dark,main,1,0.9689035376683892,256,20,86,362
1198,dark,main,2,0.9522250270574927,287,19,79,385
1198,dark,main,3,0.9374765417865528,243,15,97,355
1198,dark,main,4,0.9518764526421497,244,16,82,342
1198,dark,main,5,0.9622903528066119,261,13,85,359
1198,dark,main,6,0.9570694167885307,205,22,90,317
1198,dark,main,7,0.9624725996173664,227,14,78,319
1198,dark,main,8,0.9425085964264205,268,17,91,376
1198,dark,main,9,0.9658102644750021,292,16,82,390
1196,dark,main,0,0.9482491778542212,277,19,101,397
1196,dark,main,1,0.9630867929842807,244,18,89,351
1196,dark,main,2,0.9679584011086125,263,23,103,389
1196,dark,main,3,0.9594635584414442,249,25,77,351
1196,dark,main,4,0.9450531509633002,269,18,75,362
1196,dark,main,5,0.9638673103813402,258,15,86,359
1196,dark,main,6,0.9586550588975319,231,12,71,314
1196,dark,main,7,0.9688549532812153,235,11,75,321
1196,dark,main,8,0.9545173326080512,249,27,94,370
1196,dark,main,9,0.9636580986202616,283,15,77,375
20118,bright,main,0,0.9620018552319033,368,64,3,435
20118,bright,main,1,0.9673934881016728,299,83,7,389
20118,bright,main,2,0.9627594828143886,335,81,2,418
20118,bright,main,3,0.9474420484740432,296,78,8,382
20118,bright,main,4,0.9697528119268547,310,78,2,390
20118,bright,main,5,0.9697229708491606,328,68,3,399
20118,bright,main,6,0.9736572949746523,268,81,4,353
20118,bright,main,7,0.9546960160065019,281,72,3,356
20118,bright,main,8,0.9546348248376805,315,84,7,406
20118,bright,main,9,0.9643930395055474,381,44,6,431
1199,dark,main,0,0.9589438552376555,276,17,96,389
1199,dark,main,1,0.9274456980116735,246,16,89,351
1199,dark,main,2,0.9663479195097052,269,17,98,384
1199,dark,main,3,0.9636352280497863,246,16,82,344
1199,dark,main,4,0.9592235553974231,242,17,86,345
1199,dark,main,5,0.9406399106235037,246,18,91,355
1199,dark,main,6,0.9627529019329879,215,24,86,325
1199,dark,main,7,0.9540639240864085,222,17,87,326
1199,dark,main,8,0.9540051082750505,257,18,96,371
1199,dark,main,9,0.9554408725906921,247,22,93,362
20104,bright,main,0,0.9768732341451666,361,72,4,437
20104,bright,main,1,0.9586094772083649,309,72,5,386
20104,bright,main,2,0.9657110841813504,357,61,1,419
20104,bright,main,3,0.9546618121565003,307,76,2,385
20104,bright,main,4,0.9628955222674301,323,68,6,397
20104,bright,main,5,0.9617445019288812,334,68,2,404
20104,bright,main,6,0.9733513540890433,310,51,3,364
20104,bright,main,7,0.9645947280889945,310,49,4,363
20104,bright,main,8,0.966597154375134,370,55,3,428
20104,bright,main,9,0.9547123469635354,366,48,4,418
1124,dark,main,0,0.9297636372099206,279,16,91,386
1124,dark,main,1,0.9490841632718053,250,15,71,336
1124,dark,main,2,0.9628473364871556,252,42,68,362
1124,dark,main,3,0.959331210772111,227,17,88,332
1124,dark,main,4,0.9646531795859694,237,16,92,345
1124,dark,main,5,0.9616082099434733,229,14,105,348
1124,dark,main,6,0.9580388981576892,203,16,89,308
1124,dark,main,7,0.9379462047780731,197,20,74,291
1124,dark,main,8,0.9568802840032019,246,19,99,364
1124,dark,main,9,0.9480366603677322,274,15,80,369
1120,dark,main,0,0.959771843409356,288,28,82,398
1120,dark,main,1,0.9739667279657416,273,18,82,373
1120,dark,main,2,0.9328958707941748,291,15,82,388
1120,dark,main,3,0.956723774268864,261,19,70,350
1120,dark,main,4,0.9540982644236048,249,26,92,367
1120,dark,main,5,0.9599116444054735,254,21,93,368
1120,dark,main,6,0.9579660945607336,245,20,81,346
1120,dark,main,7,0.9374102002500024,233,19,81,333
1120,dark,main,8,0.9428386846012341,270,18,92,380
1120,dark,main,9,0.9725022405249779,280,28,81,389
1197,dark,main,0,0.9580357418598923,253,30,89,372
1197,dark,main,1,0.9178074306033696,233,15,102,350
1197,dark,main,2,0.9500396806421303,280,21,86,387
1197,dark,main,3,0.9507681310617346,256,15,78,349
1197,dark,main,4,0.9617301703520879,250,17,85,352
1197,dark,main,5,0.9635026454604828,252,17,91,360
1197,dark,main,6,0.9510255208359264,224,21,75,320
1197,dark,main,7,0.9579589012199577,235,14,76,325
1197,dark,main,8,0.957701385120603,246,27,87,360
1197,dark,main,9,0.9586070548247817,276,13,88,377
1105,dark,main,0,0.9476707840850029,258,29,77,364
1105,dark,main,1,0.9414502164576897,200,32,82,314
1105,dark,main,2,0.9451517046929099,231,41,82,354
1105,dark,main,3,0.9323132889120211,218,22,69,309
1105,dark,main,4,0.9552467728175507,220,24,71,315
1105,dark,main,5,0.9682932233318671,230,31,77,338
1105,dark,main,6,0.9685938737134433,213,21,69,303
1105,dark,main,7,0.9342075643684559,211,23,73,307
1105,dark,main,8,0.96171870746767,234,31,78,343
1105,dark,main,9,0.9454160056606583,224,31,83,338
1102,dark,main,0,0.9509344797924105,293,16,84,393
1102,dark,main,1,0.9668711899287269,240,24,80,344
1102,dark,main,2,0.9513210771092855,302,17,81,400
1102,dark,main,3,0.9656440104106911,251,20,100,371
1102,dark,main,4,0.9796335504865444,256,23,94,373
1102,dark,main,5,0.9422400762270005,231,21,100,352
1102,dark,main,6,0.9690825830296418,237,19,88,344
1102,dark,main,7,0.950032113778535,250,17,63,330
1102,dark,main,8,0.9683161662080966,256,21,103,380
1102,dark,main,9,0.9530968457844708,271,22,101,394
20120,bright,main,0,0.9543009103318317,377,60,2,439
20120,bright,main,1,0.9500726657078205,327,59,6,392
20120,bright,main,2,0.970740869499231,352,67,4,423
20120,bright,main,3,0.961251115897419,305,91,3,399
20120,bright,main,4,0.9564163862610326,346,59,3,408
20120,bright,main,5,0.9640429519515863,317,82,3,402
20120,bright,main,6,0.9657225724653231,306,56,4,366
20120,bright,main,7,0.9597960513210548,298,60,3,361
20120,bright,main,8,0.9521860181301213,354,62,8,424
20120,bright,main,9,0.967187147897315,376,45,5,426
20130,bright,main,0,0.97067720686581,352,86,3,441
20130,bright,main,1,0.9734874070985684,303,94,9,406
20130,bright,main,2,0.9804199015222659,338,94,3,435
20130,bright,main,3,0.9684999629176023,312,84,5,401
20130,bright,main,4,0.9340751006851075,344,62,6,412
20130,bright,main,5,0.9532719263423731,329,82,2,413
20130,bright,main,6,0.9609475283567613,295,72,4,371
20130,bright,main,7,0.9747747184580888,287,72,6,365
20130,bright,main,8,0.9629547400256452,351,72,4,427
20130,bright,main,9,0.9542487439272259,353,80,4,437
1083,dark,main,0,0.9568646478781223,262,18,82,362
1083,dark,main,1,0.959131036697136,237,29,70,336
1083,dark,main,2,0.9345084084332368,256,22,87,365
1083,dark,main,3,0.9437098826885554,237,18,87,342
1083,dark,main,4,0.9671333601215988,212,24,94,330
1083,dark,main,5,0.9600169537723087,224,14,88,326
1083,dark,main,6,0.9580263810154258,231,15,58,304
1083,dark,main,7,0.9261961938596669,223,23,61,307
1083,dark,main,8,0.9261390922708373,241,29,82,352
1083,dark,main,9,0.9551999276596644,254,17,103,374
1205,dark,main,0,0.9644050003001164,266,19,107,392
1205,dark,main,1,0.949461545738595,252,14,86,352
1205,dark,main,2,0.9170156137826874,275,17,81,373
1205,dark,main,3,0.9588537438902125,236,16,88,340
1205,dark,main,4,0.9481803897724009,270,16,60,346
1205,dark,main,5,0.9517137656865184,245,22,89,356
1205,dark,main,6,0.967937429839252,228,16,79,323
1205,dark,main,7,0.9320323669167024,222,16,87,325
1205,dark,main,8,0.9506812421315392,260,20,91,371
1205,dark,main,9,0.9637067989638111,281,21,95,397
1223,dark,main,0,0.9702266628617111,284,18,75,377
1223,dark,main,1,0.961954020574287,266,20,74,360
1223,dark,main,2,0.9401235881766931,274,27,76,377
1223,dark,main,3,0.949709639685985,248,16,99,363
1223,dark,main,4,0.9623940613477987,224,19,113,356
