TILEID,PROGRAM,SURVEY,LASTNIGHT,PETALID,H,H_TILE,N_GAL,N_STAR,N_QSO,N_GOOD_Z
3598,dark,main,20211108,4,0.9908966198635388,0.9990597037345477,267,12,79,358
3598,dark,main,20211108,5,0.9907303473380593,0.9990597037345477,290,15,76,381
3598,dark,main,20211108,6,0.9932890169774408,0.9990597037345477,264,16,88,368
3598,dark,main,20211108,7,0.9925519777026591,0.9990597037345477,258,11,60,329
3598,dark,main,20211108,8,0.9946084747490371,0.9990597037345477,276,10,62,348
3598,dark,main,20211108,9,0.9855934477629863,0.9990597037345477,289,13,74,376
8493,dark,main,20211108,0,0.9945089471733334,0.9988838100581632,322,18,58,398
8493,dark,main,20211108,1,0.9899942601624947,0.9988838100581632,263,16,56,335
8493,dark,main,20211108,2,0.9930086072768133,0.9988838100581632,286,17,96,399
8493,dark,main,20211108,3,0.9914530660902365,0.9988838100581632,269,12,62,343
8493,dark,main,20211108,4,0.9928087117177331,0.9988838100581632,267,11,68,346
8493,dark,main,20211108,5,0.9927394920437255,0.9988838100581632,276,13,78,367
8493,dark,main,20211108,6,0.9925269171063699,0.9988838100581632,272,13,85,370
8493,dark,main,20211108,7,0.9954820016008046,0.9988838100581632,237,16,73,326
8493,dark,main,20211108,8,0.9884886709830089,0.9988838100581632,291,17,59,367
8493,dark,main,20211108,9,0.9944420177047626,0.9988838100581632,293,12,66,371
4952,dark,main,20211108,0,0.9893155551229295,0.9988202269945641,305,27,65,397
4952,dark,main,20211108,1,0.9893246355927966,0.9988202269945641,266,12,58,336
4952,dark,main,20211108,2,0.9905492710472468,0.9988202269945641,317,15,58,390
4952,dark,main,20211108,3,0.9806492789006741,0.9988202269945641,282,12,53,347
4952,dark,main,20211108,4,0.9953272587106993,0.9988202269945641,276,15,67,358
4952,dark,main,20211108,5,0.9882846779430968,0.9988202269945641,283,19,74,376
4952,dark,main,20211108,6,0.9945758936473189,0.9988202269945641,317,16,61,394
4952,dark,main,20211108,7,0.9894779356578295,0.9988202269945641,261,16,52,329
4952,dark,main,20211108,8,0.9912286737587822,0.9988202269945641,303,11,66,380
4952,dark,main,20211108,9,0.9882942779517657,0.9988202269945641,283,22,71,376
6954,dark,main,20211108,0,0.9951105345975002,0.9985294213170024,278,14,59,351
6954,dark,main,20211108,1,0.9903779237316679,0.9985294213170024,228,12,64,304
6954,dark,main,20211108,2,0.9922470204822421,0.9985294213170024,300,17,44,361
6954,dark,main,20211108,3,0.9870237444033301,0.9985294213170024,267,12,42,321
6954,dark,main,20211108,4,0.99247851516975,0.9985294213170024,255,13,71,339
6954,dark,main,20211108,5,0.9842541464660257,0.9985294213170024,260,11,72,343
6954,dark,main,20211108,6,0.9950130693287454,0.9985294213170024,252,19,87,358
6954,dark,main,20211108,7,0.990586383817977,0.9985294213170024,239,12,74,325
6954,dark,main,20211108,8,0.9852080498421335,0.9985294213170024,271,16,62,349
6954,dark,main,20211108,9,0.9920910362315462,0.9985294213170024,270,19,61,350
3550,dark,main,20211108,0,0.9916329558422684,0.9992657455409949,290,31,74,395
3550,dark,main,20211108,1,0.989728321444615,0.9992657455409949,251,26,45,322
3550,dark,main,20211108,2,0.9917002897249002,0.9992657455409949,285,39,55,379
3550,dark,main,20211108,3,0.9949255012974371,0.9992657455409949,261,20,71,352
3550,dark,main,20211108,4,0.9867593866732168,0.9992657455409949,264,20,79,363
3550,dark,main,20211108,5,0.9943914064867966,0.9992657455409949,247,23,84,354
3550,dark,main,20211108,6,0.9878287621892275,0.9992657455409949,286,21,60,367
3550,dark,main,20211108,7,0.9917427419145531,0.9992657455409949,258,20,54,332
3550,dark,main,20211108,8,0.9927141364706957,0.9992657455409949,285,12,56,353
3550,dark,main,20211108,9,0.9924493549228889,0.9992657455409949,283,22,70,375
10371,dark,main,20211108,0,0.9912453797294448,0.9989234684696993,276,14,98,388
10371,dark,main,20211108,1,0.994414905341873,0.9989234684696993,238,18,85,341
10371,dark,main,20211108,2,0.9906997748323209,0.9989234684696993,287,14,106,407
10371,dark,main,20211108,3,0.9918690234819357,0.9989234684696993,259,13,97,369
10371,dark,main,20211108,4,0.9854640910482797,0.9989234684696993,232,17,111,360
10371,dark,main,20211108,5,0.9870112736723032,0.9989234684696993,276,15,73,364
10371,dark,main,20211108,6,0.9937497943691936,0.9989234684696993,312,11,63,386
10371,dark,main,20211108,7,0.9928404645918559,0.9989234684696993,242,19,64,325
10371,dark,main,20211108,8,0.9876070273077621,0.9989234684696993,283,18,85,386
10371,dark,main,20211108,9,0.9938004431406583,0.9989234684696993,268,10,97,375
3834,dark,main,20211108,0,0.9925834617454722,0.9989775130338839,291,20,88,399
3834,dark,main,20211108,1,0.9837546319923136,0.9989775130338839,238,17,82,337
3834,dark,main,20211108,2,0.9961326314557903,0.9989775130338839,298,12,71,381
3834,dark,main,20211108,3,0.9922927786010285,0.9989775130338839,265,16,67,348
3834,dark,main,20211108,4,0.9787093129525586,0.9989775130338839,238,16,83,337
3834,dark,main,20211108,5,0.9878846027615338,0.9989775130338839,259,15,84,358
3834,dark,main,20211108,6,0.9927030714129953,0.9989775130338839,283,19,92,394
3834,dark,main,20211108,7,0.9885611160520485,0.9989775130338839,217,17,98,332
3834,dark,main,20211108,8,0.9909199431241956,0.9989775130338839,279,11,89,379
3834,dark,main,20211108,9,0.9923010712806491,0.9989775130338839,272,24,96,392
25556,bright,main,20211108,0,0.9907236407359811,0.9995725990822687,269,169,4,442
25556,bright,main,20211108,1,0.9950935186394515,0.9995725990822687,272,110,2,384
25556,bright,main,20211108,2,0.9947971971013274,0.9995725990822687,351,74,3,428
25556,bright,main,20211108,3,0.9976581915088285,0.9995725990822687,294,98,3,395
25556,bright,main,20211108,4,0.9915969520587936,0.9995725990822687,320,85,3,408
25556,bright,main,20211108,5,0.9926656055206836,0.9995725990822687,279,131,0,410
25556,bright,main,20211108,6,0.9927851141230609,0.9995725990822687,292,133,6,431
25556,bright,main,20211108,7,0.9914340729927564,0.9995725990822687,240,130,3,373
25556,bright,main,20211108,8,0.9919510866360659,0.9995725990822687,251,171,5,427
25556,bright,main,20211108,9,0.9916812759934687,0.9995725990822687,280,149,2,431
10196,dark,main,20211108,0,0.9941872430540799,0.9990430174952214,284,28,82,394
10196,dark,main,20211108,1,0.9887369421342705,0.9990430174952214,250,16,63,329
10196,dark,main,20211108,2,0.9906987757158927,0.9990430174952214,283,14,69,366
10196,dark,main,20211108,3,0.987860269175121,0.9990430174952214,250,19,70,339
10196,dark,main,20211108,4,0.988813303861694,0.9990430174952214,275,14,67,356
10196,dark,main,20211108,5,0.9917662068176532,0.9990430174952214,263,20,81,364
10196,dark,main,20211108,6,0.9945910383920168,0.9990430174952214,281,16,76,373
10196,dark,main,20211108,7,0.9929729488128761,0.9990430174952214,271,16,54,341
10196,dark,main,20211108,8,0.9889651717076043,0.9990430174952214,285,17,63,365
10196,dark,main,20211108,9,0.984787474371421,0.9990430174952214,289,18,69,376
6726,dark,main,20211108,0,0.9972612664161268,0.9992363933127609,308,12,67,387
6726,dark,main,20211108,1,0.9891509056650406,0.9992363933127609,268,10,54,332
6726,dark,main,20211108,2,0.9960564041200962,0.9992363933127609,313,11,54,378
6726,dark,main,20211108,3,0.9889594294255446,0.9992363933127609,279,12,42,333
6726,dark,main,20211108,4,0.9827593130823234,0.9992363933127609,288,14,59,361
6726,dark,main,20211108,5,0.987755114232749,0.9992363933127609,286,11,62,359
6726,dark,main,20211108,6,0.9970030094290877,0.9992363933127609,289,16,81,386
6726,dark,main,20211108,7,0.9897097683199223,0.9992363933127609,243,12,63,318
6726,dark,main,20211108,8,0.9824252333183064,0.9992363933127609,271,13,79,363
6726,dark,main,20211108,9,0.9967494736138611,0.9992363933127609,277,15,78,370
8492,dark,main,20211108,0,0.9931222601024763,0.9989092466874013,332,15,58,405
8492,dark,main,20211108,1,0.9914834406194993,0.9989092466874013,280,14,43,337
8492,dark,main,20211108,2,0.9913562221479131,0.9989092466874013,300,14,80,394
8492,dark,main,20211108,3,0.9845004859498727,0.9989092466874013,256,16,85,357
8492,dark,main,20211108,4,0.9819456212212408,0.9989092466874013,252,21,81,354
8492,dark,main,20211108,5,0.9929959428970678,0.9989092466874013,274,14,87,375
8492,dark,main,20211108,6,0.992278844065814,0.9989092466874013,281,15,75,371
8492,dark,main,20211108,7,0.9889631233854376,0.9989092466874013,240,15,67,322
8492,dark,main,20211108,8,0.9916420412364785,0.9989092466874013,286,11,53,350
8492,dark,main,20211108,9,0.9883964139886672,0.9989092466874013,318,13,46,377
3569,dark,main,20211108,0,0.994884828032232,0.9995408303898814,294,13,77,384
3569,dark,main,20211108,1,0.9892727459718231,0.9995408303898814,271,13,50,334
3569,dark,main,20211108,2,0.9943823138916865,0.9995408303898814,326,10,58,394
3569,dark,main,20211108,3,0.994238810077329,0.9995408303898814,291,14,49,354
3569,dark,main,20211108,4,0.9953306081134261,0.9995408303898814,304,9,42,355
3569,dark,main,20211108,5,0.995625863301145,0.9995408303898814,317,11,59,387
3569,dark,main,20211108,6,0.986624984769395,0.9995408303898814,272,11,99,382
3569,dark,main,20211108,7,0.9866189523253571,0.9995408303898814,232,12,90,334
3569,dark,main,20211108,8,0.9932926985426289,0.9995408303898814,263,14,98,375
3569,dark,main,20211108,9,0.9914789934734056,0.9995408303898814,264,13,95,372
6848,dark,main,20211108,0,0.9932875758854771,0.9995901787353085,278,29,81,388
6848,dark,main,20211108,1,0.9868874563683151,0.9995901787353085,236,21,72,329
6848,dark,main,20211108,2,0.9946370018118673,0.9995901787353085,280,30,87,397
6848,dark,main,20211108,3,0.9941887274659726,0.9995901787353085,245,28,89,362
6848,dark,main,20211108,4,0.9963279018326723,0.9995901787353085,265,24,60,349
6848,dark,main,20211108,5,0.9887482663428074,0.9995901787353085,297,18,43,358
6848,dark,main,20211108,6,0.9943985901458631,0.9995901787353085,318,15,55,388
6848,dark,main,20211108,7,0.9908039955989196,0.9995901787353085,261,25,47,333
6848,dark,main,20211108,8,0.9880550400314861,0.9995901787353085,261,37,78,376
6848,dark,main,20211108,9,0.9934851923389522,0.9995901787353085,274,22,78,374
11777,dark,main,20211108,0,0.9954319430845869,0.9994294944137991,293,19,90,402
11777,dark,main,20211108,1,0.9903479902434664,0.9994294944137991,257,13,77,347
11777,dark,main,20211108,2,0.9921317664583752,0.9994294944137991,282,33,83,398
11777,dark,main,20211108,3,0.990216393787056,0.9994294944137991,257,16,81,354
11777,dark,main,20211108,4,0.9903726061412883,0.9994294944137991,242,17,103,362
11777,dark,main,20211108,5,0.9895178947587698,0.9994294944137991,260,14,95,369
11777,dark,main,20211108,6,0.987730290748681,0.9994294944137991,241,28,96,365
11777,dark,main,20211108,7,0.9831402972031595,0.9994294944137991,245,17,71,333
11777,dark,main,20211108,8,0.9934385144599659,0.9994294944137991,256,22,100,378
11777,dark,main,20211108,9,0.9854014156898255,0.9994294944137991,250,15,110,375
11084,dark,main,20211108,0,0.989366155782644,0.9992453115902218,318,14,58,390
11084,dark,main,20211108,1,0.9932348252565177,0.9992453115902218,269,14,52,335
11084,dark,main,20211108,2,0.9884178073499431,0.9992453115902218,303,12,60,375
11084,dark,main,20211108,3,0.9866201498093928,0.9992453115902218,268,19,70,357
11084,dark,main,20211108,4,0.994666142951964,0.9992453115902218,263,10,71,344
11084,dark,main,20211108,5,0.98904783810344,0.9992453115902218,268,11,88,367
11084,dark,main,20211108,6,0.995579508263709,0.9992453115902218,277,13,95,385
11084,dark,main,20211108,7,0.9888771740997475,0.9992453115902218,219,18,89,326
11084,dark,main,20211108,8,0.989301762401045,0.9992453115902218,251,19,89,359
11084,dark,main,20211108,9,0.9903026338837615,0.9992453115902218,280,17,77,374
6402,dark,main,20211108,0,0.9861015855327724,0.9985150405944271,278,15,90,383
6402,dark,main,20211108,1,0.9906107875443934,0.9985150405944271,253,15,67,335
6402,dark,main,20211108,2,0.9893316181761437,0.9985150405944271,266,21,78,365
6402,dark,main,20211108,3,0.9930465795954841,0.9985150405944271,235,20,83,338
6402,dark,main,20211108,4,0.9809946569973292,0.9985150405944271,301,14,50,365
6402,dark,main,20211108,5,0.9960305073494361,0.9985150405944271,300,10,52,362
6402,dark,main,20211108,6,0.988494411171121,0.9985150405944271,298,12,71,381
6402,dark,main,20211108,7,0.9906320998650041,0.9985150405944271,240,16,74,330
6402,dark,main,20211108,8,0.9930830760133402,0.9985150405944271,279,14,82,375
6402,dark,main,20211108,9,0.9903404218402242,0.9985150405944271,248,20,94,362
3936,dark,main,20211108,0,0.9878525538535758,0.9988450920840254,256,27,106,389
3936,dark,main,20211108,1,0.9878305833479937,0.9988450920840254,234,26,87,347
3936,dark,main,20211108,2,0.9965365925837171,0.9988450920840254,249,27,112,388
3936,dark,main,20211108,3,0.9919038855214164,0.9988450920840254,224,31,101,356
3936,dark,main,20211108,4,0.9908519387199765,0.9988450920840254,252,23,82,357
3936,dark,main,20211108,5,0.9888500763554212,0.9988450920840254,266,20,89,375
3936,dark,main,20211108,6,0.9882747366574437,0.9988450920840254,259,27,100,386
3936,dark,main,20211108,7,0.9901857478468226,0.9988450920840254,238,20,78,336
3936,dark,main,20211108,8,0.9945722362274393,0.9988450920840254,285,17,64,366
3936,dark,main,20211108,9,0.9928269817971433,0.9988450920840254,273,22,81,376
6737,dark,main,20211109,0,0.9864427973129731,0.9993812840931035,305,18,71,394
6737,dark,main,20211109,1,0.990092412921804,0.9993812840931035,270,13,49,332
6737,dark,main,20211109,2,0.9943060548570244,0.9993812840931035,324,13,44,381
6737,dark,main,20211109,3,0.9907929399689179,0.9993812840931035,275,14,51,340
6737,dark,main,20211109,4,0.9941758453120294,0.9993812840931035,246,16,81,343
6737,dark,main,20211109,5,0.9861440519493757,0.9993812840931035,255,17,89,361
6737,dark,main,20211109,6,0.9953460796713735,0.9993812840931035,287,17,79,383
6737,dark,main,20211109,7,0.9901624616944904,0.9993812840931035,239,16,80,335
6737,dark,main,20211109,8,0.9920875451402857,0.9993812840931035,249,19,99,367
6737,dark,main,20211109,9,0.9947794001403412,0.9993812840931035,275,13,100,388
3938,dark,main,20211109,0,0.9949865049146551,0.9990396540883855,330,16,47,393
3938,dark,main,20211109,1,0.9790422066459704,0.9990396540883855,245,23,66,334
3938,dark,main,20211109,2,0.9892808266275942,0.9990396540883855,264,39,83,386
3938,dark,main,20211109,3,0.9892291409499545,0.9990396540883855,248,18,80,346
3938,dark,main,20211109,4,0.9853002478931955,0.9990396540883855,223,46,91,360
3938,dark,main,20211109,5,0.9883050503166888,0.9990396540883855,256,27,86,369
3938,dark,main,20211109,6,0.9954027110968469,0.9990396540883855,269,17,81,367
3938,dark,main,20211109,7,0.9958133082061625,0.9990396540883855,242,21,63,326
3938,dark,main,20211109,8,0.9957198441616217,0.9990396540883855,311,15,53,379
3938,dark,main,20211109,9,0.9884964104426918,0.9990396540883855,297,20,62,379
8751,dark,main,20211109,0,0.9937417622190677,0.9993715501550606,336,10,56,402
8751,dark,main,20211109,1,0.9929970743728956,0.9993715501550606,280,11,38,329
8751,dark,main,20211109,2,0.9950897397567794,0.9993715501550606,302,24,74,400
8751,dark,main,20211109,3,0.9885727063363625,0.9993715501550606,266,14,78,358
8751,dark,main,20211109,4,0.9965304462289631,0.9993715501550606,294,11,67,372
8751,dark,main,20211109,5,0.9880062535580875,0.9993715501550606,329,12,42,383
8751,dark,main,20211109,6,0.9935302903824158,0.9993715501550606,326,13,50,389
8751,dark,main,20211109,7,0.991447344930217,0.9993715501550606,264,15,51,330
8751,dark,main,20211109,8,0.9940660310419204,0.9993715501550606,317,11,52,380
8751,dark,main,20211109,9,0.9936325757679869,0.9993715501550606,318,12,61,391
7837,dark,main,20211109,0,0.9926353734939893,0.9992695096737799,313,18,50,381
7837,dark,main,20211109,1,0.9920652791617468,0.9992695096737799,273,17,41,331
7837,dark,main,20211109,2,0.9909181901958146,0.9992695096737799,319,15,59,393
7837,dark,main,20211109,3,0.9889649731896738,0.9992695096737799,263,21,67,351
7837,dark,main,20211109,4,0.9864432993623573,0.9992695096737799,274,18,76,368
7837,dark,main,20211109,5,0.9908123408425344,0.9992695096737799,269,21,82,372
7837,dark,main,20211109,6,0.9931912165790941,0.9992695096737799,296,19,80,395
7837,dark,main,20211109,7,0.9863520861086797,0.9992695096737799,253,18,62,333
7837,dark,main,20211109,8,0.9933129625888898,0.9992695096737799,307,14,49,370
7837,dark,main,20211109,9,0.9867960314190897,0.9992695096737799,298,21,62,381
5272,dark,main,20211109,0,0.9901222393217811,0.9995523632024597,318,20,60,398
5272,dark,main,20211109,1,0.9862786369991965,0.9995523632024597,227,24,85,336
5272,dark,main,20211109,2,0.9930312591376269,0.9995523632024597,276,32,76,384
5272,dark,main,20211109,3,0.9904683939379622,0.9995523632024597,269,24,56,349
5272,dark,main,20211109,4,0.9928344791241532,0.9995523632024597,271,18,54,343
5272,dark,main,20211109,5,0.9911255634333711,0.9995523632024597,298,19,56,373
5272,dark,main,20211109,6,0.99121370423466,0.9995523632024597,308,18,43,369
5272,dark,main,20211109,7,0.9872193058440863,0.9995523632024597,255,23,38,316
5272,dark,main,20211109,8,0.9859733822318362,0.9995523632024597,301,23,39,363
5272,dark,main,20211109,9,0.993490344643629,0.9995523632024597,265,14,71,350
5684,dark,main,20211109,0,0.9914798769015375,0.9993811196335514,284,21,89,394
5684,dark,main,20211109,1,0.9906512265451506,0.9993811196335514,245,21,87,353
5684,dark,main,20211109,2,0.991395748847826,0.9993811196335514,306,12,77,395
5684,dark,main,20211109,3,0.9908035062783567,0.9993811196335514,298,14,41,353
5684,dark,main,20211109,4,0.9910653148838638,0.9993811196335514,267,18,74,359
5684,dark,main,20211109,5,0.993993842543199,0.9993811196335514,272,18,91,381
5684,dark,main,20211109,6,0.9918415632607653,0.9993811196335514,255,38,88,381
5684,dark,main,20211109,7,0.9937577368276582,0.9993811196335514,241,15,82,338
5684,dark,main,20211109,8,0.98424169361194,0.9993811196335514,262,18,94,374
5684,dark,main,20211109,9,0.9930753343105869,0.9993811196335514,259,18,100,377
2541,dark,main,20211109,0,0.9902713411165519,0.9988945311809296,294,23,58,375
2541,dark,main,20211109,1,0.983302847149674,0.9988945311809296,263,17,43,323
2541,dark,main,20211109,2,0.989325658542875,0.9988945311809296,314,16,54,384
2541,dark,main,20211109,3,0.9946150725696545,0.9988945311809296,285,17,45,347
2541,dark,main,20211109,4,0.9936933112333591,0.9988945311809296,289,22,36,347
2541,dark,main,20211109,5,0.9929763399667121,0.9988945311809296,282,16,53,351
2541,dark,main,20211109,6,0.9908888227638313,0.9988945311809296,308,16,55,379
2541,dark,main,20211109,7,0.9897086613389328,0.9988945311809296,269,17,49,335
2541,dark,main,20211109,8,0.9876619382241532,0.9988945311809296,309,23,44,376
2541,dark,main,20211109,9,0.9874918530093849,0.9988945311809296,291,27,59,377
21261,bright,main,20211109,0,0.9864273295645929,0.9992498224250427,351,75,8,434
21261,bright,main,20211109,1,0.9935376137948131,0.9992498224250427,291,76,3,370
21261,bright,main,20211109,2,0.9893080463920134,0.9992498224250427,327,93,5,425
21261,bright,main,20211109,3,0.9969340274616983,0.9992498224250427,300,83,5,388
21261,bright,main,20211109,4,0.9923921479166131,0.9992498224250427,313,84,3,400
21261,bright,main,20211109,5,0.9944479848126708,0.9992498224250427,319,81,6,406
21261,bright,main,20211109,6,0.9852862131436898,0.9992498224250427,361,58,4,423
21261,bright,main,20211109,7,0.9862406103975738,0.9992498224250427,309,52,4,365
21261,bright,main,20211109,8,0.9955845869828939,0.9992498224250427,350,65,4,419
21261,bright,main,20211109,9,0.9941862592007067,0.9992498224250427,359,63,7,429
4967,dark,main,20211109,0,0.9899498383254295,0.9995305685116517,290,12,61,363
4967,dark,main,20211109,1,0.9890578285175761,0.9995305685116517,243,18,54,315
4967,dark,main,20211109,2,0.9908596565144225,0.9995305685116517,265,24,76,365
4967,dark,main,20211109,3,0.9893506871755019,0.9995305685116517,263,31,45,339
4967,dark,main,20211109,4,0.9800203545196202,0.9995305685116517,263,19,52,334
4967,dark,main,20211109,5,0.9918480660961909,0.9995305685116517,278,15,69,362
4967,dark,main,20211109,6,0.987213901498628,0.9995305685116517,299,17,60,376
4967,dark,main,20211109,7,0.9888251010875304,0.9995305685116517,245,14,62,321
4967,dark,main,20211109,8,0.9886485958027568,0.9995305685116517,255,16,107,378
4967,dark,main,20211109,9,0.9891548599687414,0.9995305685116517,264,18,76,358
8702,dark,main,20211109,0,0.9922679504688974,0.9992664144005594,332,11,56,399
8702,dark,main,20211109,1,0.9884637612906156,0.9992664144005594,281,12,47,340
8702,dark,main,20211109,2,0.9918592896931165,0.9992664144005594,329,12,71,412
8702,dark,main,20211109,3,0.9879768036439043,0.9992664144005594,250,15,86,351
8702,dark,main,20211109,4,0.9897886199966858,0.9992664144005594,265,14,70,349
8702,dark,main,20211109,5,0.9884809083520322,0.9992664144005594,280,15,74,369
8702,dark,main,20211109,6,0.991667836024404,0.9992664144005594,287,13,84,384
8702,dark,main,20211109,7,0.9900516286929235,0.9992664144005594,292,11,46,349
8702,dark,main,20211109,8,0.9911514891135836,0.9992664144005594,316,12,59,387
8702,dark,main,20211109,9,0.9929814814216126,0.9992664144005594,317,19,49,385
4081,dark,main,20211109,0,0.9904203046205082,0.9981056154976266,274,15,92,381
4081,dark,main,20211109,1,0.9907758546136526,0.9981056154976266,218,16,87,321
4081,dark,main,20211109,2,0.9829684487615974,0.9981056154976266,279,13,94,386
4081,dark,main,20211109,3,0.9929410170542571,0.9981056154976266,252,16,78,346
4081,dark,main,20211109,4,0.993690270620846,0.9981056154976266,256,18,91,365
4081,dark,main,20211109,5,0.9913712140449085,0.9981056154976266,252,14,95,361
4081,dark,main,20211109,6,0.9902766579413741,0.9981056154976266,269,12,93,374
4081,dark,main,20211109,7,0.9867852180608123,0.9981056154976266,215,17,79,311
4081,dark,main,20211109,8,0.9917074315579837,0.9981056154976266,271,16,85,372
4081,dark,main,20211109,9,0.9913850460133865,0.9981056154976266,274,20,84,378
8820,dark,main,20211109,0,0.9922105216808342,0.9992508510814299,274,24,93,391
8820,dark,main,20211109,1,0.9934046522821808,0.9992508510814299,232,23,77,332
8820,dark,main,20211109,2,0.9921948474476158,0.9992508510814299,273,19,105,397
8820,dark,main,20211109,3,0.9906269433850659,0.9992508510814299,241,20,92,353
8820,dark,main,20211109,4,0.9951724780606623,0.9992508510814299,255,20,79,354
8820,dark,main,20211109,5,0.9903902951908627,0.9992508510814299,266,18,87,371
8820,dark,main,20211109,6,0.9938783379031773,0.9992508510814299,266,28,79,373
8820,dark,main,20211109,7,0.9919014110870287,0.9992508510814299,256,15,62,333
8820,dark,main,20211109,8,0.9809965708893458,0.9992508510814299,283,20,84,387
8820,dark,main,20211109,9,0.9922096985670007,0.9992508510814299,244,19,103,366
3824,dark,main,20211109,0,0.9906784125558153,0.9986138892399823,303,14,73,390
3824,dark,main,20211109,1,0.9945542126535943,0.9986138892399823,261,13,59,333
3824,dark,main,20211109,2,0.9907799613187774,0.9986138892399823,292,11,74,377
3824,dark,main,20211109,3,0.9879448497199401,0.9986138892399823,293,14,40,347
3824,dark,main,20211109,4,0.9893338385339003,0.9986138892399823,293,13,54,360
3824,dark,main,20211109,5,0.990297806179135,0.9986138892399823,282,10,66,358
3824,dark,main,20211109,6,0.9930309941172184,0.9986138892399823,314,14,44,372
3824,dark,main,20211109,7,0.9939299446760096,0.9986138892399823,264,12,46,322
3824,dark,main,20211109,8,0.98476755839914,0.9986138892399823,320,11,45,376
3824,dark,main,20211109,9,0.9835104730605235,0.9986138892399823,308,14,57,379
7971,dark,main,20211109,0,0.9891840770612422,0.9991223974678427,295,24,65,384
7971,dark,main,20211109,1,0.9955034597685122,0.9991223974678427,241,13,73,327
7971,dark,main,20211109,2,0.9930388314395051,0.9991223974678427,287,14,97,398
7971,dark,main,20211109,3,0.9876030562273569,0.9991223974678427,254,16,80,350
7971,dark,main,20211109,4,0.9922767068544865,0.9991223974678427,280,13,62,355
7971,dark,main,20211109,5,0.991370050182257,0.9991223974678427,297,9,69,375
7971,dark,main,20211109,6,0.9915099691054902,0.9991223974678427,297,16,65,378
7971,dark,main,20211109,7,0.9764630026702363,0.9991223974678427,250,11,48,309
7971,dark,main,20211109,8,0.9931069564924874,0.9991223974678427,317,12,45,374
7971,dark,main,20211109,9,0.99080339467673,0.9991223974678427,281,14,75,370
1704,dark,main,20211109,0,0.9891746236923628,0.999561521357971,322,13,41,376
1704,dark,main,20211109,1,0.9905380622989759,0.999561521357971,267,10,55,332
1704,dark,main,20211109,2,0.9926273629019655,0.999561521357971,332,14,56,402
1704,dark,main,20211109,3,0.9927127315082542,0.999561521357971,293,12,57,362
1704,dark,main,20211109,4,0.991115117870659,0.999561521357971,296,13,42,351
1704,dark,main,20211109,5,0.9848634607371312,0.999561521357971,296,10,51,357
1704,dark,main,20211109,6,0.9943429489912309,0.999561521357971,291,16,67,374
1704,dark,main,20211109,7,0.992430094513327,0.999561521357971,237,16,62,315
1704,dark,main,20211109,8,0.9910742803401444,0.999561521357971,282,16,73,371
1704,dark,main,20211109,9,0.9952307703044592,0.999561521357971,305,9,55,369
21880,bright,main,20211109,0,0.9979269319404179,0.9992504869720418,322,110,4,436
21880,bright,main,20211109,1,0.9952628058013925,0.9992504869720418,275,95,9,379
21880,bright,main,20211109,2,0.9870595319937487,0.9992504869720418,343,85,6,434
21880,bright,main,20211109,3,0.9963732881750172,0.9992504869720418,266,129,3,398
21880,bright,main,20211109,4,0.9916847594622612,0.9992504869720418,208,195,3,406
21880,bright,main,20211109,5,0.990043444365276,0.9992504869720418,262,144,1,407
21880,bright,main,20211109,6,0.995884051743682,0.9992504869720418,262,170,3,435
21880,bright,main,20211109,7,0.997166877833986,0.9992504869720418,200,173,3,376
21880,bright,main,20211109,8,0.9910491524596102,0.9992504869720418,219,130,3,352
21880,bright,main,20211109,9,0.9919038692588695,0.9992504869720418,331,98,7,436
11413,dark,main,20211109,0,0.9905890786438312,0.9988232548770962,288,16,82,386
11413,dark,main,20211109,1,0.9930971502144952,0.9988232548770962,260,19,63,342
11413,dark,main,20211109,2,0.9806719589201748,0.9988232548770962,311,13,58,382
11413,dark,main,20211109,3,0.9921589443306226,0.9988232548770962,279,11,50,340
11413,dark,main,20211109,4,0.9900743530585895,0.9988232548770962,310,11,36,357
11413,dark,main,20211109,5,0.9943800015973359,0.9988232548770962,292,12,42,346
11413,dark,main,20211109,6,0.989775054106557,0.9988232548770962,319,12,44,375
11413,dark,main,20211109,7,0.9842101669652944,0.9988232548770962,244,17,65,326
11413,dark,main,20211109,8,0.9928606448237378,0.9988232548770962,298,14,68,380
11413,dark,main,20211109,9,0.9852199830708559,0.9988232548770962,291,13,77,381
9519,dark,main,20211109,0,0.9951584398249309,0.9993098571354669,291,15,85,391
9519,dark,main,20211109,1,0.9823661043856129,0.9993098571354669,251,11,70,332
9519,dark,main,20211109,2,0.9924083498809653,0.9993098571354669,305,16,68,389
9519,dark,main,20211109,3,0.9893444615794732,0.9993098571354669,276,10,57,343
9519,dark,main,20211109,4,0.9766674737377387,0.9993098571354669,298,16,42,356
9519,dark,main,20211109,5,0.9936622003039174,0.9993098571354669,287,12,56,355
9519,dark,main,20211109,6,0.9882333761019921,0.9993098571354669,291,15,58,364
9519,dark,main,20211109,7,0.9925241968705064,0.9993098571354669,262,14,50,326
9519,dark,main,20211109,8,0.9920579892622201,0.9993098571354669,295,14,62,371
9519,dark,main,20211109,9,0.9964743666106525,0.9993098571354669,290,14,69,373
21264,bright,main,20211109,0,0.9946412398255186,0.9996208228710434,360,74,6,440
21264,bright,main,20211109,1,0.989784839469595,0.9996208228710434,309,64,3,376
21264,bright,main,20211109,2,0.9900887654223537,0.9996208228710434,360,72,3,435
