TILEID,PROGRAM,SURVEY,LASTNIGHT,PETALID,H,H_TILE,N_GAL,N_STAR,N_QSO,N_GOOD_Z
23405,bright,main,20211211,0,0.9964425330746167,0.9996621774602474,305,95,6,406
23405,bright,main,20211211,1,0.9955220603278814,0.9996621774602474,270,92,4,366
23405,bright,main,20211211,2,0.9881345160086668,0.9996621774602474,356,73,4,433
23405,bright,main,20211211,3,0.9938558512314498,0.9996621774602474,309,80,7,396
23405,bright,main,20211211,4,0.995001805144639,0.9996621774602474,308,74,4,386
23405,bright,main,20211211,5,0.9942213618280243,0.9996621774602474,316,88,4,408
23405,bright,main,20211211,6,0.9890410787772101,0.9996621774602474,330,90,4,424
23405,bright,main,20211211,7,0.9864857623022663,0.9996621774602474,312,23,3,338
23405,bright,main,20211211,8,0.9914676486687222,0.9996621774602474,324,86,4,414
23405,bright,main,20211211,9,0.9930960651682695,0.9996621774602474,311,92,7,410
25506,bright,main,20211211,0,0.9968956791364555,0.9988452094931174,340,92,1,433
25506,bright,main,20211211,1,0.9913262961303924,0.9988452094931174,318,73,3,394
25506,bright,main,20211211,2,0.995370482385178,0.9988452094931174,355,84,0,439
25506,bright,main,20211211,3,0.9895641851919619,0.9988452094931174,315,72,2,389
25506,bright,main,20211211,4,0.9903610625863802,0.9988452094931174,300,89,3,392
25506,bright,main,20211211,5,0.9954666801925075,0.9988452094931174,305,95,5,405
25506,bright,main,20211211,6,0.9939121752618458,0.9988452094931174,324,96,5,425
25506,bright,main,20211211,7,0.9777198694218936,0.9988452094931174,237,68,4,309
25506,bright,main,20211211,8,0.9889733073073866,0.9988452094931174,331,80,4,415
25506,bright,main,20211211,9,0.9928381139873564,0.9988452094931174,324,86,3,413
7525,dark,main,20211211,0,0.99155280772454,0.9989835899794753,283,14,85,382
7525,dark,main,20211211,1,0.9826281069316796,0.9989835899794753,258,12,81,351
7525,dark,main,20211211,2,0.9852516481073582,0.9989835899794753,262,19,106,387
7525,dark,main,20211211,3,0.9932779701786657,0.9989835899794753,248,16,91,355
7525,dark,main,20211211,4,0.9913635739309643,0.9989835899794753,271,13,72,356
7525,dark,main,20211211,5,0.9907511749122929,0.9989835899794753,269,15,89,373
7525,dark,main,20211211,6,0.9923852274000976,0.9989835899794753,272,15,100,387
7525,dark,main,20211211,7,0.9817081462377047,0.9989835899794753,242,18,85,345
7525,dark,main,20211211,8,0.9920237292455948,0.9989835899794753,265,25,79,369
7525,dark,main,20211211,9,0.9922983551200016,0.9989835899794753,274,23,84,381
10379,dark,main,20211211,0,0.9894460552020699,0.9992926363899703,244,24,109,377
10379,dark,main,20211211,1,0.9957738312810046,0.9992926363899703,241,16,90,347
10379,dark,main,20211211,2,0.9941531108142972,0.9992926363899703,284,13,92,389
10379,dark,main,20211211,3,0.9935824225188794,0.9992926363899703,255,14,84,353
10379,dark,main,20211211,4,0.9941242691821593,0.9992926363899703,249,15,89,353
10379,dark,main,20211211,5,0.9882762679800289,0.9992926363899703,267,16,83,366
10379,dark,main,20211211,6,0.9952578401072083,0.9992926363899703,275,16,94,385
10379,dark,main,20211211,7,0.9880909475076369,0.9992926363899703,232,14,82,328
10379,dark,main,20211211,8,0.9953814025075524,0.9992926363899703,265,20,96,381
10379,dark,main,20211211,9,0.9913569437114996,0.9992926363899703,270,25,92,387
4450,dark,main,20211211,0,0.9914332799040688,0.999747234055084,272,28,72,372
4450,dark,main,20211211,1,0.9900627565136427,0.999747234055084,246,38,70,354
4450,dark,main,20211211,2,0.9899282006948676,0.999747234055084,255,28,88,371
4450,dark,main,20211211,3,0.9856449769254345,0.999747234055084,248,30,64,342
4450,dark,main,20211211,4,0.9824582492075165,0.999747234055084,183,29,68,280
4450,dark,main,20211211,5,0.9853684007278878,0.999747234055084,149,23,40,212
4450,dark,main,20211211,6,0.9917738957628482,0.999747234055084,251,30,85,366
4450,dark,main,20211211,7,0.9908560639223053,0.999747234055084,249,32,49,330
4450,dark,main,20211211,8,0.9945803987549136,0.999747234055084,251,33,83,367
4450,dark,main,20211211,9,0.9947464148797887,0.999747234055084,266,23,76,365
10366,dark,main,20211211,0,0.9938280379114409,0.9993704020305652,304,14,63,381
10366,dark,main,20211211,1,0.9888158158607315,0.9993704020305652,263,15,67,345
10366,dark,main,20211211,2,0.992676808051457,0.9993704020305652,314,12,43,369
10366,dark,main,20211211,3,0.9886213254609908,0.9993704020305652,273,23,46,342
10366,dark,main,20211211,4,0.9926165269147058,0.9993704020305652,255,14,83,352
10366,dark,main,20211211,5,0.9910798532159039,0.9993704020305652,285,23,60,368
10366,dark,main,20211211,6,0.9905962029841952,0.9993704020305652,297,27,56,380
10366,dark,main,20211211,7,0.9896449113150841,0.9993704020305652,265,14,52,331
10366,dark,main,20211211,8,0.9894262179358958,0.9993704020305652,298,15,47,360
10366,dark,main,20211211,9,0.9933820454942086,0.9993704020305652,302,16,52,370
2542,dark,main,20211211,0,0.9939529333149458,0.9987223427566628,305,17,47,369
2542,dark,main,20211211,1,0.9860556973616492,0.9987223427566628,273,14,54,341
2542,dark,main,20211211,2,0.9947839413573584,0.9987223427566628,299,16,54,369
2542,dark,main,20211211,3,0.9933736448730072,0.9987223427566628,284,15,38,337
2542,dark,main,20211211,4,0.9948960167519448,0.9987223427566628,261,17,58,336
2542,dark,main,20211211,5,0.9920310346398812,0.9987223427566628,266,13,77,356
2542,dark,main,20211211,6,0.9922928886871779,0.9987223427566628,294,13,72,379
2542,dark,main,20211211,7,0.988046739800859,0.9987223427566628,248,11,54,313
2542,dark,main,20211211,8,0.9915938822995527,0.9987223427566628,290,16,58,364
2542,dark,main,20211211,9,0.9912801162768428,0.9987223427566628,313,11,32,356
2431,dark,main,20211211,0,0.9897997838115835,0.9994429704290233,290,13,95,398
2431,dark,main,20211211,1,0.9945019987352114,0.9994429704290233,265,12,78,355
2431,dark,main,20211211,2,0.9920100200070384,0.9994429704290233,282,11,106,399
2431,dark,main,20211211,3,0.9921971141006025,0.9994429704290233,276,11,84,371
2431,dark,main,20211211,4,0.992865356697717,0.9994429704290233,267,12,73,352
2431,dark,main,20211211,5,0.9871275734738292,0.9994429704290233,251,9,83,343
2431,dark,main,20211211,6,0.9938202169127573,0.9994429704290233,269,10,87,366
2431,dark,main,20211211,7,0.9946451212767873,0.9994429704290233,255,10,69,334
2431,dark,main,20211211,8,0.9948069773430137,0.9994429704290233,275,14,89,378
2431,dark,main,20211211,9,0.9921011189601704,0.9994429704290233,287,12,90,389
24771,bright,main,20211211,0,0.9960442464558665,0.999574193956214,320,110,4,434
24771,bright,main,20211211,1,0.9900373138167409,0.999574193956214,287,98,9,394
24771,bright,main,20211211,2,0.992887039257737,0.999574193956214,295,126,4,425
24771,bright,main,20211211,3,0.9930817764883991,0.999574193956214,182,218,3,403
24771,bright,main,20211211,4,0.9932460755926599,0.999574193956214,213,175,2,390
24771,bright,main,20211211,5,0.9950103483738139,0.999574193956214,260,141,3,404
24771,bright,main,20211211,6,0.9940558398336969,0.999574193956214,323,102,4,429
24771,bright,main,20211211,7,0.9952965940341981,0.999574193956214,272,97,7,376
24771,bright,main,20211211,8,0.9912003279785809,0.999574193956214,297,123,5,425
24771,bright,main,20211211,9,0.9947104024690543,0.999574193956214,309,116,2,427
10974,dark,main,20211211,0,0.9949517059892539,0.9989871914017269,272,23,70,365
10974,dark,main,20211211,1,0.9971503353916963,0.9989871914017269,270,17,46,333
10974,dark,main,20211211,2,0.9927263582079957,0.9989871914017269,298,14,49,361
10974,dark,main,20211211,3,0.9906892841507022,0.9989871914017269,287,18,41,346
10974,dark,main,20211211,4,0.9927681391076457,0.9989871914017269,286,16,38,340
10974,dark,main,20211211,5,0.9929357329979458,0.9989871914017269,271,21,61,353
10974,dark,main,20211211,6,0.9949145771786507,0.9989871914017269,244,26,79,349
10974,dark,main,20211211,7,0.9952869184048028,0.9989871914017269,229,20,60,309
10974,dark,main,20211211,8,0.9876599017438955,0.9989871914017269,268,37,59,364
10974,dark,main,20211211,9,0.9953069508044171,0.9989871914017269,267,18,75,360
5606,dark,main,20211211,0,0.9946442556868663,0.9983905021875784,323,10,72,405
5606,dark,main,20211211,1,0.9941535471203283,0.9983905021875784,280,10,48,338
5606,dark,main,20211211,2,0.9900914236406595,0.9983905021875784,319,13,55,387
5606,dark,main,20211211,3,0.9894992476121264,0.9983905021875784,299,12,38,349
5606,dark,main,20211211,4,0.990664032551813,0.9983905021875784,280,10,29,319
5606,dark,main,20211211,5,0.9924124636210806,0.9983905021875784,325,11,34,370
5606,dark,main,20211211,6,0.9910297783556501,0.9983905021875784,322,13,38,373
5606,dark,main,20211211,7,0.9884673106087509,0.9983905021875784,285,9,28,322
5606,dark,main,20211211,8,0.9945869606694613,0.9983905021875784,318,11,48,377
5606,dark,main,20211211,9,0.9918561566277443,0.9983905021875784,300,10,60,370
8679,dark,main,20211211,0,0.9961889761425637,0.9992445385136853,322,11,56,389
8679,dark,main,20211211,1,0.99129775326229,0.9992445385136853,263,16,80,359
8679,dark,main,20211211,2,0.9974241895195449,0.9992445385136853,298,15,85,398
8679,dark,main,20211211,3,0.9897146146236979,0.9992445385136853,295,17,41,353
8679,dark,main,20211211,4,0.9864985253966772,0.9992445385136853,283,19,38,340
8679,dark,main,20211211,5,0.9943617856280663,0.9992445385136853,305,10,49,364
8679,dark,main,20211211,6,0.9797651657015141,0.9992445385136853,288,14,80,382
8679,dark,main,20211211,7,0.99357284959122,0.9992445385136853,274,11,49,334
8679,dark,main,20211211,8,0.9897729409096045,0.9992445385136853,296,17,61,374
8679,dark,main,20211211,9,0.9936339484324412,0.9992445385136853,273,26,64,363
9076,dark,main,20211211,0,0.9928192406310469,0.998300803533981,315,13,64,392
9076,dark,main,20211211,1,0.9939373823514045,0.998300803533981,290,13,46,349
9076,dark,main,20211211,2,0.9846065303877964,0.998300803533981,212,13,56,281
9076,dark,main,20211211,3,0.9830958329155957,0.998300803533981,192,14,45,251
9076,dark,main,20211211,4,0.9915093270579767,0.998300803533981,284,10,47,341
9076,dark,main,20211211,5,0.9906727852630275,0.998300803533981,287,12,49,348
9076,dark,main,20211211,6,0.9788218886476511,0.998300803533981,136,9,48,193
9076,dark,main,20211211,7,0.9907256188838135,0.998300803533981,225,15,63,303
9076,dark,main,20211211,8,0.9959493696057743,0.998300803533981,284,14,75,373
9076,dark,main,20211211,9,0.9880030142103885,0.998300803533981,304,22,57,383
9963,dark,main,20211211,0,0.9904213091864711,0.9993067691191959,314,22,48,384
9963,dark,main,20211211,1,0.9891419711647109,0.9993067691191959,289,23,45,357
9963,dark,main,20211211,2,0.9912993678393525,0.9993067691191959,330,13,41,384
9963,dark,main,20211211,3,0.9912366935766306,0.9993067691191959,294,20,30,344
9963,dark,main,20211211,4,0.9958373821904195,0.9993067691191959,304,14,33,351
9963,dark,main,20211211,5,0.9886887741600049,0.9993067691191959,302,18,54,374
9963,dark,main,20211211,6,0.9937385896478541,0.9993067691191959,297,21,57,375
9963,dark,main,20211211,7,0.9909567359853004,0.9993067691191959,266,19,50,335
9963,dark,main,20211211,8,0.9958370544249485,0.9993067691191959,305,17,45,367
9963,dark,main,20211211,9,0.9844918492340633,0.9993067691191959,309,17,33,359
20682,bright,main,20211211,0,0.9882867417860506,0.9992598853126514,336,94,5,435
20682,bright,main,20211211,1,0.9944343055744196,0.9992598853126514,266,110,3,379
20682,bright,main,20211211,2,0.993451655753107,0.9992598853126514,297,113,9,419
20682,bright,main,20211211,3,0.9893801562381341,0.9992598853126514,279,109,2,390
20682,bright,main,20211211,4,0.9929635342848517,0.9992598853126514,236,117,9,362
20682,bright,main,20211211,5,0.9899742440006846,0.9992598853126514,179,59,3,241
20682,bright,main,20211211,6,0.9873151426457653,0.9992598853126514,274,63,4,341
20682,bright,main,20211211,7,0.9909595318874758,0.9992598853126514,294,61,5,360
20682,bright,main,20211211,8,0.9911363599969512,0.9992598853126514,294,104,5,403
20682,bright,main,20211211,9,0.9797720055039655,0.9992598853126514,339,76,1,416
8790,dark,main,20211211,0,0.9913161245315484,0.998387611280632,297,17,64,378
8790,dark,main,20211211,1,0.9914318106198704,0.998387611280632,263,18,63,344
8790,dark,main,20211211,2,0.9917442785714341,0.998387611280632,310,16,64,390
8790,dark,main,20211211,3,0.9908956052799984,0.998387611280632,285,16,57,358
8790,dark,main,20211211,4,0.993327813428934,0.998387611280632,274,12,60,346
8790,dark,main,20211211,5,0.9895427320476498,0.998387611280632,288,18,42,348
8790,dark,main,20211211,6,0.9898933130927855,0.998387611280632,295,14,71,380
8790,dark,main,20211211,7,0.9791004208956574,0.998387611280632,245,17,54,316
8790,dark,main,20211211,8,0.9939951586829636,0.998387611280632,294,12,66,372
8790,dark,main,20211211,9,0.9931667282714322,0.998387611280632,279,14,46,339
7220,dark,main,20211211,0,0.9930229811105393,0.9994038794516944,296,13,57,366
7220,dark,main,20211211,1,0.9948488558989836,0.9994038794516944,282,29,39,350
7220,dark,main,20211211,2,0.9902316733803642,0.9994038794516944,305,20,60,385
7220,dark,main,20211211,3,0.9943626677534827,0.9994038794516944,292,16,51,359
7220,dark,main,20211211,4,0.9834228115529341,0.9994038794516944,292,20,42,354
7220,dark,main,20211211,5,0.9855821360880151,0.9994038794516944,287,22,54,363
7220,dark,main,20211211,6,0.9917734826835893,0.9994038794516944,284,20,66,370
7220,dark,main,20211211,7,0.9936627721809825,0.9994038794516944,263,17,55,335
7220,dark,main,20211211,8,0.9901374362565167,0.9994038794516944,311,19,37,367
7220,dark,main,20211211,9,0.99110807719791,0.9994038794516944,280,17,50,347
8780,dark,main,20211211,0,0.9912472327943825,0.9987322912738317,295,16,80,391
8780,dark,main,20211211,1,0.9917978946284759,0.9987322912738317,235,17,88,340
8780,dark,main,20211211,2,0.9745814163043941,0.9987322912738317,227,25,88,340
8780,dark,main,20211211,3,0.9931822213528292,0.9987322912738317,194,22,80,296
8780,dark,main,20211211,4,0.9882307331372128,0.9987322912738317,259,14,66,339
8780,dark,main,20211211,5,0.992519012908791,0.9987322912738317,254,16,101,371
8780,dark,main,20211211,6,0.993336573876433,0.9987322912738317,281,17,87,385
8780,dark,main,20211211,7,0.9842634419234437,0.9987322912738317,262,17,50,329
8780,dark,main,20211211,8,0.9945360514095667,0.9987322912738317,317,15,49,381
8780,dark,main,20211211,9,0.9902028362841713,0.9987322912738317,290,11,61,362
22541,bright,main,20211212,0,0.9967453958291718,0.9993107258451496,361,77,1,439
22541,bright,main,20211212,1,0.9936413096527652,0.9993107258451496,300,88,5,393
22541,bright,main,20211212,2,0.9928266259582837,0.9993107258451496,372,63,7,442
22541,bright,main,20211212,3,0.9901727008357424,0.9993107258451496,329,68,5,402
22541,bright,main,20211212,4,0.9850658927390306,0.9993107258451496,294,96,4,394
22541,bright,main,20211212,5,0.9932492401247424,0.9993107258451496,347,68,3,418
22541,bright,main,20211212,6,0.990289922311219,0.9993107258451496,359,71,0,430
22541,bright,main,20211212,7,0.996588188342894,0.9993107258451496,298,68,4,370
22541,bright,main,20211212,8,0.990070798839608,0.9993107258451496,327,92,4,423
22541,bright,main,20211212,9,0.9907702821181896,0.9993107258451496,352,67,3,422
2526,dark,main,20211212,0,0.9945715610970176,0.9992922566594357,327,13,48,388
2526,dark,main,20211212,1,0.987825833208517,0.9992922566594357,276,13,46,335
2526,dark,main,20211212,2,0.9896180908618272,0.9992922566594357,312,15,50,377
2526,dark,main,20211212,3,0.9961388770198187,0.9992922566594357,302,17,32,351
2526,dark,main,20211212,4,0.9834773630432362,0.9992922566594357,275,17,52,344
2526,dark,main,20211212,5,0.9880834836971869,0.9992922566594357,290,11,64,365
2526,dark,main,20211212,6,0.990477418071035,0.9992922566594357,302,15,53,370
2526,dark,main,20211212,7,0.9967923371962587,0.9992922566594357,262,10,59,331
2526,dark,main,20211212,8,0.9954627672820435,0.9992922566594357,305,14,56,375
2526,dark,main,20211212,9,0.9951182632020125,0.9992922566594357,298,17,56,371
23414,bright,main,20211212,0,0.9904042571476919,0.9996137788056502,392,36,2,430
23414,bright,main,20211212,1,0.9942708805623648,0.9996137788056502,329,52,1,382
23414,bright,main,20211212,2,0.9950087903598663,0.9996137788056502,366,58,3,427
23414,bright,main,20211212,3,0.9900495942037618,0.9996137788056502,313,65,4,382
23414,bright,main,20211212,4,0.9887812061091609,0.9996137788056502,320,61,2,383
23414,bright,main,20211212,5,0.9926676914558442,0.9996137788056502,316,72,5,393
23414,bright,main,20211212,6,0.9883607310347718,0.9996137788056502,360,63,3,426
23414,bright,main,20211212,7,0.9899876527573844,0.9996137788056502,317,44,2,363
23414,bright,main,20211212,8,0.9941910136475397,0.9996137788056502,353,53,3,409
23414,bright,main,20211212,9,0.9892700509577761,0.9996137788056502,371,43,3,417
10380,dark,main,20211212,0,0.9965189090962432,0.9995903606771481,284,16,100,400
10380,dark,main,20211212,1,0.9889782412651651,0.9995903606771481,224,17,101,342
10380,dark,main,20211212,2,0.9934526896540546,0.9995903606771481,289,16,82,387
10380,dark,main,20211212,3,0.9842324980387674,0.9995903606771481,271,16,72,359
10380,dark,main,20211212,4,0.990431463700028,0.9995903606771481,284,17,55,356
10380,dark,main,20211212,5,0.9946549272680036,0.9995903606771481,300,11,57,368
10380,dark,main,20211212,6,0.9956399700057728,0.9995903606771481,304,22,63,389
10380,dark,main,20211212,7,0.9886841364052648,0.9995903606771481,260,16,60,336
10380,dark,main,20211212,8,0.9910038647298387,0.9995903606771481,285,18,69,372
10380,dark,main,20211212,9,0.9936796486552695,0.9995903606771481,278,15,91,384
2840,dark,main,20211212,0,0.991487388742534,0.9990453238455008,284,16,70,370
2840,dark,main,20211212,1,0.9901074283409813,0.9990453238455008,282,13,50,345
2840,dark,main,20211212,2,0.9904036093711804,0.9990453238455008,307,17,59,383
2840,dark,main,20211212,3,0.9907306636938901,0.9990453238455008,275,14,65,354
2840,dark,main,20211212,4,0.9940214370183149,0.9990453238455008,244,15,81,340
2840,dark,main,20211212,5,0.9933618120435613,0.9990453238455008,273,16,71,360
2840,dark,main,20211212,6,0.9907016150095883,0.9990453238455008,279,17,82,378
2840,dark,main,20211212,7,0.9896296629920358,0.9990453238455008,230,16,72,318
2840,dark,main,20211212,8,0.9931823079947576,0.9990453238455008,276,16,81,373
2840,dark,main,20211212,9,0.9907003676231183,0.9990453238455008,290,14,69,373
41961,backup,main,20211212,0,0.9879306899874938,0.9990332861922476,2,446,0,448
41961,backup,main,20211212,1,0.9914274659826391,0.9990332861922476,0,398,0,398
41961,backup,main,20211212,2,0.9944768363261417,0.9990332861922476,4,437,1,442
41961,backup,main,20211212,3,0.9924015479562718,0.9990332861922476,4,395,0,399
41961,backup,main,20211212,4,0.9935441507604137,0.9990332861922476,4,395,0,399
41961,backup,main,20211212,5,0.9914758146803874,0.9990332861922476,6,409,0,415
41961,backup,main,20211212,6,0.9916044784019193,0.9990332861922476,1,433,1,435
41961,backup,main,20211212,7,0.9829942921936707,0.9990332861922476,2,371,1,374
41961,backup,main,20211212,8,0.9923901854699767,0.9990332861922476,0,429,1,430
41961,backup,main,20211212,9,0.9974378146219682,0.9990332861922476,5,424,0,429
24567,bright,main,20211212,0,0.9914253912134929,0.9996052662173973,223,191,9,423
24567,bright,main,20211212,1,0.9915549595068796,0.9996052662173973,250,132,2,384
24567,bright,main,20211212,2,0.9933737578216724,0.9996052662173973,241,178,3,422
24567,bright,main,20211212,3,0.9915315302196813,0.9996052662173973,240,141,3,384
24567,bright,main,20211212,4,0.9954489968591487,0.9996052662173973,218,161,6,385
24567,bright,main,20211212,5,0.9900306718735837,0.9996052662173973,249,150,3,402
24567,bright,main,20211212,6,0.98595258293598,0.9996052662173973,266,140,8,414
24567,bright,main,20211212,7,0.9892932400631692,0.9996052662173973,204,149,7,360
24567,bright,main,20211212,8,0.9928058747999342,0.9996052662173973,236,169,4,409
24567,bright,main,20211212,9,0.9931023463601855,0.9996052662173973,247,157,7,411
40718,backup,main,20211212,0,0.9925636052850422,0.9991251042390541,2,446,0,448
40718,backup,main,20211212,1,0.9902107099771038,0.9991251042390541,1,398,0,399
40718,backup,main,20211212,2,0.9911969512708845,0.9991251042390541,2,442,0,444
40718,backup,main,20211212,3,0.9929775351032157,0.9991251042390541,9,391,0,400
40718,backup,main,20211212,4,0.9921531691402481,0.9991251042390541,4,397,0,401
40718,backup,main,20211212,5,0.9914908290941923,0.9991251042390541,11,406,0,417
40718,backup,main,20211212,6,0.9976757196675518,0.9991251042390541,16,418,0,434
40718,backup,main,20211212,7,0.9771802483554067,0.9991251042390541,3,373,0,376
40718,backup,main,20211212,8,0.9934393389976298,0.9991251042390541,5,425,0,430
40718,backup,main,20211212,9,0.9941576728704596,0.9991251042390541,4,429,0,433
41949,backup,main,20211212,0,0.9964112657212595,0.9989286624891988,1,448,0,449
41949,backup,main,20211212,1,0.9917421288861633,0.9989286624891988,2,397,0,399
41949,backup,main,20211212,2,0.9908647692500883,0.9989286624891988,3,442,0,445
41949,backup,main,20211212,3,0.9906642741274427,0.9989286624891988,5,392,0,397
41949,backup,main,20211212,4,0.997245424971469,0.9989286624891988,5,396,0,401
41949,backup,main,20211212,5,0.9875500319433508,0.9989286624891988,5,411,0,416
41949,backup,main,20211212,6,0.9936989372014872,0.9989286624891988,7,426,0,433
41949,backup,main,20211212,7,0.9942980132940827,0.9989286624891988,1,371,0,372
41949,backup,main,20211212,8,0.9897186909072633,0.9989286624891988,4,424,0,428
41949,backup,main,20211212,9,0.9909749047523876,0.9989286624891988,3,429,0,432
25266,bright,main,20211212,0,0.9932345716027886,0.9991280461195832,337,102,4,443
25266,bright,main,20211212,1,0.9946543152275863,0.9991280461195832,316,76,3,395
25266,bright,main,20211212,2,0.9953995614664335,0.9991280461195832,354,81,3,438
25266,bright,main,20211212,3,0.990662673284533,0.9991280461195832,306,95,0,401
25266,bright,main,20211212,4,0.9923020890063623,0.9991280461195832,281,112,4,397
25266,bright,main,20211212,5,0.9924655696310176,0.9991280461195832,293,114,7,414
25266,bright,main,20211212,6,0.9933418668269112,0.9991280461195832,326,101,2,429
25266,bright,main,20211212,7,0.9954247910349021,0.9991280461195832,293,78,2,373
25266,bright,main,20211212,8,0.9908642027441886,0.9991280461195832,309,114,7,430
25266,bright,main,20211212,9,0.9871212593926245,0.9991280461195832,324,100,3,427
2842,dark,main,20211212,0,0.9915057047020699,0.9991409800108252,258,13,93,364
2842,dark,main,20211212,1,0.9888788796669602,0.9991409800108252,211,12,87,310
2842,dark,main,20211212,2,0.9889649599704098,0.9991409800108252,262,16,84,362
2842,dark,main,20211212,3,0.9881242993095737,0.9991409800108252,226,14,82,322
2842,dark,main,20211212,4,0.9872674589530868,0.9991409800108252,228,13,71,312
2842,dark,main,20211212,5,0.9909928249748267,0.9991409800108252,233,13,98,344
2842,dark,main,20211212,6,0.9902448573800383,0.9991409800108252,267,15,81,363
2842,dark,main,20211212,7,0.9925271874442411,0.9991409800108252,220,19,76,315
2842,dark,main,20211212,8,0.9931212953766683,0.9991409800108252,252,17,82,351
2842,dark,main,20211212,9,0.9825871225892641,0.9991409800108252,253,14,75,342
21386,bright,main,20211212,0,0.9848407154143621,0.9991170238104709,347,88,2,437
21386,bright,main,20211212,1,0.988131660739759,0.9991170238104709,302,87,5,394
21386,bright,main,20211212,2,0.9933664597916815,0.9991170238104709,357,78,4,439
21386,bright,main,20211212,3,0.9914796278521142,0.9991170238104709,264,131,3,398
21386,bright,main,20211212,4,0.9941046644680605,0.9991170238104709,267,123,2,392
21386,bright,main,20211212,5,0.9896354717540635,0.9991170238104709,231,182,5,418
21386,bright,main,20211212,6,0.9941793332555732,0.9991170238104709,299,124,3,426
21386,bright,main,20211212,7,0.9924617182640431,0.9991170238104709,255,117,1,373
21386,bright,main,20211212,8,0.9899988283969153,0.9991170238104709,258,166,5,429
21386,bright,main,20211212,9,0.9920771538120111,0.9991170238104709,357,71,3,431
41975,backup,main,20211212,0,0.9935733326893994,0.9987738911969101,0,448,0,448
41975,backup,main,20211212,1,0.9924592068214266,0.9987738911969101,1,398,0,399
41975,backup,main,20211212,2,0.9897955076430591,0.9987738911969101,3,441,0,444
41975,backup,main,20211212,3,0.9943315338502379,0.9987738911969101,5,394,0,399
41975,backup,main,20211212,4,0.9925050043270731,0.9987738911969101,2,399,0,401
41975,backup,main,20211212,5,0.988393989496403,0.9987738911969101,0,417,0,417
41975,backup,main,20211212,6,0.9955397342910456,0.9987738911969101,3,432,0,435
41975,backup,main,20211212,7,0.9867379179821234,0.9987738911969101,1,373,0,374
41975,backup,main,20211212,8,0.994505154573873,0.9987738911969101,1,428,1,430
41975,backup,main,20211212,9,0.991233739167703,0.9987738911969101,0,431,1,432
24518,bright,main,20211212,0,0.9937742237272693,0.9992221375670136,236,201,1,438
24518,bright,main,20211212,1,0.9947671133560635,0.9992221375670136,223,169,2,394
24518,bright,main,20211212,2,0.9890517448158804,0.9992221375670136,305,134,1,440
24518,bright,main,20211212,3,0.9907788270331669,0.9992221375670136,296,97,3,396
24518,bright,main,20211212,4,0.9888353045932383,0.9992221375670136,282,102,5,389
24518,bright,main,20211212,5,0.9958693815511568,0.9992221375670136,273,134,3,410
24518,bright,main,20211212,6,0.9914620389568131,0.9992221375670136,331,93,2,426
24518,bright,main,20211212,7,0.994848296777619,0.9992221375670136,282,83,5,370
24518,bright,main,20211212,8,0.9901147231175594,0.9992221375670136,295,123,3,421
24518,bright,main,20211212,9,0.991494630396878,0.9992221375670136,263,166,1,430
40717,backup,main,20211212,0,0.995897396947502,0.9987325153992577,34,413,0,447
40717,backup,main,20211212,1,0.991828895276654,0.9987325153992577,37,360,0,397
40717,backup,main,20211212,2,0.989289458848471,0.9987325153992577,61,384,0,445
40717,backup,main,20211212,3,0.993157538523129,0.9987325153992577,57,341,0,398
40717,backup,main,20211212,4,0.9856828418151314,0.9987325153992577,57,343,0,400
40717,backup,main,20211212,5,0.9911189828529268,0.9987325153992577,48,368,0,416
40717,backup,main,20211212,6,0.9957510158397859,0.9987325153992577,33,400,0,433
40717,backup,main,20211212,7,0.9908437277932494,0.9987325153992577,37,338,0,375
40717,backup,main,20211212,8,0.9942701421441987,0.9987325153992577,46,384,0,430
40717,backup,main,20211212,9,0.9831863477350662,0.9987325153992577,35,393,0,428
7207,dark,main,20211212,0,0.9925580671248785,0.9992869342461166,268,23,90,381
7207,dark,main,20211212,1,0.989064388596433,0.9992869342461166,258,16,66,340
7207,dark,main,20211212,2,0.9937803151598902,0.9992869342461166,344,11,48,403
7207,dark,main,20211212,3,0.9939764976893203,0.9992869342461166,298,12,57,367
7207,dark,main,20211212,4,0.9961978762441025,0.9992869342461166,275,15,46,336
7207,dark,main,20211212,5,0.9934264159917557,0.9992869342461166,266,11,91,368
7207,dark,main,20211212,6,0.9946369900972218,0.9992869342461166,261,18,105,384
7207,dark,main,20211212,7,0.9876422899510329,0.9992869342461166,254,15,62,331
7207,dark,main,20211212,8,0.9969485059723132,0.9992869342461166,277,17,83,377
7207,dark,main,20211212,9,0.9928130054988318,0.9992869342461166,254,15,96,365
8621,dark,main,20211212,0,0.9911878494354833,0.9992875446984781,332,16,49,397
8621,dark,main,20211212,1,0.9906573971749164,0.9992875446984781,276,12,57,345
8621,dark,main,20211212,2,0.9942108399306973,0.9992875446984781,291,17,69,377
8621,dark,main,20211212,3,0.9948262289101694,0.9992875446984781,264,13,72,349
8621,dark,main,20211212,4,0.9862970592698974,0.9992875446984781,253,17,81,351
8621,dark,main,20211212,5,0.9901906869663082,0.9992875446984781,268,23,89,380
8621,dark,main,20211212,6,0.9918681565030275,0.9992875446984781,265,14,103,382
8621,dark,main,20211212,7,0.9824281920105048,0.9992875446984781,264,13,53,330
8621,dark,main,20211212,8,0.9910428326138241,0.9992875446984781,316,12,46,374
8621,dark,main,20211212,9,0.9912907739064061,0.9992875446984781,320,14,47,381
