#t_sec  ram_gb
60	3.67
120	4.13
180	4.57
240	4.94
300	8.04
360	9.41
420	9.41
480	11.06
540	11.50
600	11.63
660	11.77
720	11.79
840	11.79
900	11.78
960	11.78
