#t_sec  ram_gb
10	1.00
20	1.30
30	1.37
40	1.43
50	1.53
60	1.62
70	2.15
80	2.60
90	2.60
100	2.67
110	2.95
120	3.16
130	3.20
140	3.22
150	3.24
160	3.25
170	3.27
180	3.27
190	3.27
200	3.26
210	3.26
220	3.26
230	3.27
240	3.26
